id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH0280001,28,House,1,1843-12-04,,187,1,"TO ELECT A SPEAKER OF THE HOUSE, JOHN W. JONES, DEMOCRAT FROM VIRGINIA (CODED1), JOHN WHITE, WHIG FROM KENTUCKY (CODED 2), AND WILLIAM WILKINS, DEMOCRAT FROM PENNSYLVANIA (CODED 5).",Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH0280002,28,House,2,1843-12-04,,97,91,"TO AMEND A RESOLUTION THAT THE STANDING RULES AND ORDERS OF THE LAST HOUSE OF REP. BE ADOPTED AS THE RULES AND ORDERS OF PROCEEDINGS OF THIS SESSION, BY ELIMINATING THE WORDS ""EXCEPT THE RULE LIMITING A SPEECH TO ONE HOUR.""  (P. 4-2)",,,Internal Organization,,Miscellaneous Policy,-2.131941637592713,-0.55582549911689,-0.317,0.12,-0.101,-0.274
RH0280003,28,House,3,1843-12-04,,91,95,"TO AMEND RESOLUTION ADOPTING THE RULES OF THE PREVIOUS HOUSE, BY ADDING ""EXCEPT THE RULE GENERALLY KNOWN AS THE 21ST RULE OF THE HOUSE"" THUS STRIKING OUT THE 21ST RULE WHICH FORBADE THE HOUSE TO RECEIVE ANY PETITION, MEMORIALS, RESOLUTIONS, OR OTHER PAPER PRAYING THE ABOLITION OF SLAVERY IN THE DISTRICT OF COLUMBIA, OR IN ANY OTHER STATE OR TER- RITORY, OR THE SLAVE TRADE BETWEEN THE STATES OR TERRI- TORIES OF THE U. S.",Slavery,,Internal Organization,,Miscellaneous Policy,5.672029137577982,0.6048427680699082,-0.095,0.066,-0.254,0.259
RH0280004,28,House,4,1843-12-07,,190,0,"TO ELECT A CLERK, CALEB J. MCNULTY (CODED1) VS. MATHEW ST.C. CLARKE (CODED 2).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH0280005,28,House,5,1843-12-07,,116,55,"TO DECIDE ON THE APPEAL OF JOHN WHITE, IF THE HOUSE WILL SUSTAIN THE SPEAKER'S DECISION WHICH HELD THAT, IN AS MUCH AS THE MOTION TO AMEND THE JOURNAL OF DEC. 5TH INSTANT. WAS POSTPONED FOR A SPECIAL PURPOSE (THAT THE HOUSE MIGHT PROCEED TO THE ELECTION OF A PRINTER) THE MOTION TO AMEND THE JOURNAL WILL NOT COME UP AGAIN IN ORDER, UNTIL THE MOTION IN RELATION TO THE ELECTION OF A PRINTER IS DISPOSED OF.",,,Internal Organization,,Miscellaneous Policy,-1.958399076668228,-0.04445445447657456,0.059,-0.16,0.214,0.632
RH0280006,28,House,6,1843-12-07,,57,122,TO AMEND THE RESOLUTION TO ELECT A PRINTER BY ADDING THAT THE PRINTER'S SERVICE SHALL CEASE IF IT BE PROVIDED BY LAW THAT THE PUBLIC PATRONAGE OF THE GOVERNMENT SHALL BE SEPARATED FROM THE POLITICAL PRESS.,Civil Service and Patronage,,Government Organization,,Government Management,-0.7201762203884027,0.05468369454365424,-0.66,0.53,-0.097,-0.779
RH0280007,28,House,7,1843-12-07,,63,111,"TO AMEND A RESOLUTION PROVIDING FOR THE ELECTION OF A PRINTER BY PROVIDING INSTEAD ""THAT THE CLERK BE DIRECTED TO RECEIVE PROPOSALS FOR THE PRINTING OF THE HOUSE FOR THE SESSION, AND TO GIVE IT TO SUCH PERSON OR PERSONS AS WILL DO IT AT THE LEAST EXPENSE TO THE GOVERNMENT AND THAT SECURITY BE GIVEN FOR THE PERFORMANCE OF THE CONTRACT.""",,,Government Organization,,Government Management,-2.3800658168671043,-0.2162278322071854,-0.119,0.067,-0.193,-0.469
RH0280008,28,House,8,1843-12-07,,186,1,"TO ELECT A PRINTER, BLAIR AND RIVERS (CODED 1), GALES AND SEATON (CODED 2), JACOB GIDEON (CODED 5).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH0280009,28,House,9,1843-12-07,,184,0,"TO ELECT A SERGENT AT ARMS, NEWTON LANE (CODED 1) VS. E. M. TOWNSEND (CODED2).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH0280010,28,House,10,1843-12-07,,177,0,"TO ELECT A DOORKEEPER, JESSE E. DOW, (CODED 1) VS. JAS. FOLLANSEE (CODED 2).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0
RH0280011,28,House,11,1843-12-07,,98,84,TO ORDER THE PREVIOUS QUESTION ON THE RESOLUTION TO ELECT A PRINTER OF THE HOUSE.,,,Government Organization,,Government Management,-1.4678287047302365,-0.3001299766722087,0.175,-0.557,0.134,0.528
RH0280012,28,House,12,1843-12-11,,120,64,"TO AMEND A RESOLUTION THAT THE JOURNAL OF DEC. 4TH BE AMEND- ED SO AS TO STATE THAT DANIEL D. BARNARD OFFERED IN HIS PLACE TO READ A PAPER, SIGNED BY HIMSELF AND FORTY-NINE OTHER MEMBERS OF THE HOUSE, (THIS PAPER WAS A PROTEST AGAINST ADMITTING TO SEATS IN THE HOUSE THE MEMBERS FROM THE STATES OF N. H.- GA.- MISS.- AND MO.) THAT OBJECTION WAS MADE WHEN A MOTION WAS SUBMITTED THAT MR. BERNARD HAVE LEAVE TO READ THE PAPER, THAT QUESTION WAS PUT BY THE CLERK TO THE HOUSE, WHICH ON A DIVISION DECIDED AGAINST GRANTING THE LEAVE, BY STRIKING OUT THAT PART OF THE RESOLUTION RECITING THE PROTEST.  (P. 21-2)",,,Internal Organization,,Miscellaneous Policy,-2.9301723704477864,-0.25426895823522816,-0.168,0.238,0.344,0.679
RH0280013,28,House,13,1843-12-11,,83,95,TO TABLE THE WHOLE SUBJECT RELATIVE TO THE PROTEST OF MR. BERNARD BEING ENTERED IN THE JOURNAL.  (P. 24-3),,,Internal Organization,,Miscellaneous Policy,2.3447364545105835,-0.2770264281919308,-0.29,-0.957,-0.015,0.037
RH0280014,28,House,14,1843-12-11,,93,84,"TO AMEND THE JOURNAL OF DEC. 5TH, BY STRIKING THEREFROM SO MUCH OF THE RESOLUTION OF MR. BERNARD FOR AN AMENDMENT OF THE JOURNAL OF MONDAY, THE 4TH INST, AS RECITES A PROTEST OF DANIEL D. BERNARD AND OTHERS, WHICH WAS NEVER READ IN THE HOUSE.  (P. 26-2)",,,Internal Organization,,Miscellaneous Policy,-2.5159789223643183,-0.6640586462805369,-0.254,-0.025,0.328,0.754
RH0280015,28,House,15,1843-12-11,,110,34,"TO ELECT A CHAPLAIN OF THE HOUSE, ISAAC S. TINSLEY (CODED 1) FREDERICK T. TIFFANY (CODED 2), WILLIAM M. DAILY (CODED 5), AND MINOR CANDIDATES BULFINCH, DODGE, KETCHUM, MULLER, AND DEWEY (ALL CODED 8).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,9.936071232020062,-6.359555950156378,0.617,-0.229,0.067,-0.039
RH0280016,28,House,16,1843-12-11,,151,26,"TO ELECT A CHAPLAIN OF THE HOUSE, ISSAC S. TINSLEY (CODED 1) FREDERICK T. TIFFANY (CODED 2), WILLIAM M. DAILY (CODED 5), AND MINOR CANDIDATES S. G. BULFINCH, H. W. DODGE, I. S. KETCHUM, W. MATHEWS (ALL CODED 8).",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-3.234296556770081,1.9362280506928689,0.479,0.387,0.085,0.152
RH0280017,28,House,17,1843-12-18,,53,136,"TO TABLE A RESOLUTION THAT THE CLERK OF THE HOUSE BE DIRECTED TO PROCURE 5,000 COPIES IN THE GERMAN LANGUAGE AND 1,000 COPIES IN THE FRENCH LANGUAGE, OF THE PRESIDENT'S MESSAGE FOR THE USE OF THE MEMBERS OF THIS HOUSE. (P. 6,7,8)",,,Government Organization,,Government Management,-2.8918416272297196,-2.369216854295603,-0.525,-0.851,0.045,0.09
RH0280018,28,House,18,1843-12-18,,84,98,TO TABLE A RESOLUTION THAT COPIES OF THE PRESIDENT'S MESSAGE IN FRENCH AND GERMAN BE PROCURED FOR USE OF MEMBERS OF THE HOUSE.  (P. 43-3),,,Government Organization,,Government Management,-2.0065839862410297,0.03816230193011627,-0.431,0.903,-0.017,-0.049
RH0280019,28,House,19,1843-12-18,,86,86,"TO TABLE A RESOLUTION RELATIVE TO PRINTING THE PRESIDENT'S MESSAGE IN FOREIGN LANGUAGES, (SPEAKER VOTING AFFIRMATIVE). (P. 44-2)",,,Government Organization,,Government Management,-1.4459208136148598,-0.18406484559519942,-0.646,0.75,-0.008,-0.032
RH0280020,28,House,20,1843-12-18,,77,108,"TO SUSPEND THE RULES OF THE HOUSE SO AS TO INTRODUCE THE RESOLUTION REPEALING THE TARIFF ACT PASSED IN THE YEAR 1842 AND IN LIEU THEREOF IMPOSING A MAXIMUM RATE OF DUTY OF 20 PER CENT, AD VALOREM ON IMPORTS, DISCRIMINATING BELOW THIS MAXIMUM IN THE DUTIES IMPOSED ON THE PRINCIPLE OF PRODUCING REVENUE ONLY.  (P. 44 COL. 2)",Tariffs,,Regulation General Interest,,Government Management,-10.706983876024086,-2.811280888386142,-0.255,-0.081,0.224,0.121
RH0280021,28,House,21,1843-12-20,,148,32,"TO PASS A RESOLUTION THAT THE COMM. OF ELECTIONS DO INQUIRE AND REPORT WHETHER OR NOT MESSRS. BURKE, RIDING, NORRIS, AND HALE, MEMBERS OF THIS HOUSE FROM NEW HAMPSHIRE, AND HARALSON, CHAPPELL, LUMPKIN, COBB, STILES, STEPHENS AND BLACK FROM GEORGIA AND JAMISON, BOWER, BOWLIN, RILFE, AND HUGHES OF MISSOURI AND THOMPSON OF MISSISSIPPI, HAVE BEEN ELECTED IN CONFORMITY TO THE CONSTITUTION AND THE LAW, AND WHETHER THEY ARE ENTITLED TO RETAIN THEIR SEATS AS MEMBERS OF THIS HOUSE FOR THE 28TH CONGRESS.",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-7.219632200394196,-3.69818543400853,-0.529,0.121,-0.181,-0.145
RH0280022,28,House,22,1843-12-20,,117,59,"TO TABLE A MOTION TO AMEND THE JOURNAL OF THE 11TH INST. BY PLACING THEREON THE FOLLOWING RES.:  THAT THE JOURNAL OF YESTERDAY, IN THAT PART WHICH RELATES TO THE RESOLUTION OF AMENDMENT OFFERED BY MR. BERNARD ON TUESDAY LAST, THE 5TH INST., THE MOTION OF MR. GILMER TO STRIKE OUT A PART OF THE RESOLUTION, AND THE VOTE BY YEAS AND NAYS TAKEN YESTERDAY ON THAT MOTION, BE AMENDED SO AS TO STATE THE QUESTION AS FOLLOWS: THE PART OF THE RESOLUTION OF MR. BERNARD PROPOSED TO BE STRICKEN OUT WAS IN THE FOLLOWING WORDS, NAMELY: ""AND THAT THE JOURNAL BE FURTHER AMENDED, BY INSERTING THE FOLLOWING PAPER, ( THIS PAPER WAS A PROTEST AGAINST ADMITTING TO SEATS IN THE HOUSE MEMBERS FROM THE STATES OF N. H.- GA.-MISS.- AND MO.) AS THAT OFFERED TO BE READ.",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-2.1803164465405094,-0.11098139062885881,-0.194,0.312,0.429,1.138
RH0280023,28,House,23,1843-12-20,,97,80,"TO TABLE A PETITION OF JAMES B. COOPER, AND SUNDRY OTHER INHABITANTS OF NEW YORK STATE, ""DESIRING TO FREE THEIR STATE AND THEMSELVES FROM ALL CONNECTION WITH DOMESTIC SLAVERY, AND SECURE THEIR CITIZENS FROM THE DANGER OF ENSLAVEMENT,"" AND PRAYING THAT SUCH LAWS MAY BE PASSED, AND SUCH AMENDMENTS TO THE CONSTITUTION OF THE U. S., AS SHALL FOREVER SEPARATE THE PEOPLE OF NEW YORK FROM ALL CONNECTION WITH SLAVERY.",Slavery,,Domestic Social Policy,,Civil Liberties,7.060419123658567,0.4688396988119527,-0.047,0.137,1.012,-0.829
