id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH0020001,2,House,1,1791-11-15,,35,23,"TO PASS THE RESOLUTION THAT THE NUMBER OF REPRESENTATIVES SHALL, WITH THE NEXT CENSUS, BE ONE FOR EVERY THIRTY THOUSAND.",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,1.6524809298455538,-0.7076807264756365,0.093,-0.554,0.096,-0.336
RH0020002,2,House,2,1791-11-23,,21,38,"TO AMEND H.R. 147, TO APPORTION THE REPRESENTATION OF THE PEOPLE OF THE UNITED STATES ACCORDING TO THE FIRST ENUMERATION; AMENDMENT TO CHANGE THE REPRESENTATION RATES FROM ONE TO 30,000, TO ONE TO 34,000.  (P. 208)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,2.3884036111532905,-1.114837198064877,0.221,-0.587,-0.102,0.247
RH0020003,2,House,3,1791-11-24,,43,12,TO PASS H.R. 147.,Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,1.3184688270044314,-1.1416685086244964,0.112,-0.994,0.075,-0.329
RH0020004,2,House,4,1791-12-14,,23,37,"TO AGREE TO THE SENATE AMENDMENT TO H.R. 147 WHICH WOULD FIX A CERTAIN NUMBER OF REPRESENTATIVES FOR EACH STATE, INSTEAD OF A RATIO OF 33,000 TO ONE.",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,1.5741158548219507,-0.6740474083097197,-0.195,-0.981,-0.132,0.485
RH0020005,2,House,5,1791-12-14,,29,31,"TO AMEND H.R. 147 TO INCREASE THE RATIO TO 33,000 TO ONE FROM 30,000 TO ONE.  (P. 243)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,3.505815895362944,-1.0195005010036395,0.258,-0.115,-0.768,1.267
RH0020006,2,House,6,1791-12-19,,27,33,"TO RECEDE FROM DISAGREEMENT TO THE SENATE AMENDMENT TO H.R. 147 WHICH WOULD INCREASE THE RATIO FROM ONE TO 30,000, TO ONE TO 33,000.",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,3.185216864774764,-1.0954520475459433,0.24,-0.331,-0.19,0.345
RH0020007,2,House,7,1791-12-19,,32,27,"TO ADHERE TO THE DISAGREEMENT TO THE SENATE AMENDMENT TO H.R. 147, TO CHANGE THE RATIO OF REPRESENTATION FROM ONE TO 30,000 TO ONE TO 33,000.  (P. 274)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,3.082512503750361,-1.024915063268824,0.205,-0.393,0.194,-0.364
RH0020008,2,House,8,1792-01-02,,24,27,"TO AMEND S. 25, (APP. 3/1/1792), RELATIVE TO THE ELECTION OF A PRESIDENT AND VICE PRESIDENT, BY ELIMINATING FROM THE SECTION PROVIDING ""THAT IN CASE OF VACANCIES IN THE OFFICES OF PRESIDENT AND VICE PRESIDENT, THE PRESIDENT OF THE SENATE PRO TEM, OR THE SPEAKER OF THE HOUSE OF REPRESENTATIVES SHALL ACT AS PRESIDENT, ""THE WORDS THE PRESIDENT OF THE SENATE PRO TEM.""",Electoral Votes,,Government Organization,,Miscellaneous Policy,3.354536287586475,-0.7280636088627594,0.003,-0.718,0.174,-0.3
RH0020009,2,House,9,1792-01-02,,26,25,"TO AMEND S. 25, BY STRIKING OUT ""AND IN CASE THERE SHALL BE NO PRESIDENT OF THE SENATE, THEN THE SPEAKER OF THE HOUSE OF REPRESENTATIVES FOR THE TIME BEING.""",Electoral Votes,,Government Organization,,Miscellaneous Policy,3.2710995455549283,-0.7935473259033691,-0.057,-0.98,0.207,-0.366
RH0020010,2,House,10,1792-01-05,,14,43,"TO AMEND H.R. 154, (APP. 2/20/1792, 1 STAT 232), TO ESTABLISH THE POST OFFICE AND POST ROADS WITHIN THE UNITED STATES, BY PROVIDING THAT WHEREVER ANY EXCLUSIVE PRIVILEGE OF CONVEYING PASSENGERS IN STAGE CARRIAGES ON ANY POST ROADS HAD BEEN GRANTED BY ANY STATE FOR A TERM OF YEARS, SUCH PRIVILEGE SHALL CONTINUE IN FORCE UNTIL TERM EXPIRES.",,,Government Organization,,Government Management,2.560714723348454,1.1572753155342355,-0.721,-0.689,0.116,-0.262
RH0020011,2,House,11,1792-01-05,,25,33,"TO AMEND H.R. 154, (APP. 2/20/1792, 1 STAT 232), TO ESTABLISH THE POST OFFICE AND POST ROADS WITHIN THE UNITED STATES, TO PROVIDE THAT IT SHALL BE LAWFUL FOR CARRIAGES, CONVEYING MAIL, TO RECEIVE PASSENGERS FROM ANY PLACE AND THROUGH ANY STATES UPON ALL POST ROADS ESTABLISHED BY THE LAWS OF THE UNITED STATES.",,,Government Organization,,Government Management,-8.12315063828573,3.228048335313722,0.447,-0.403,-0.125,-0.089
RH0020012,2,House,12,1792-01-24,,22,36,"TO AMEND THE RESOLUTION THAT IN THE OPINION OF THE COMMITTEE, A BILL SHOULD BE PREPARED FOR APPORTIONING REPRESENTATIVES AMONG THE SEVERAL STATES, ACCORDING TO THE FIRST ENUMERATION; BY ELIMINATING THAT PART OF THE RESOLUTION CALLING FOR A SECOND ENUMERATION AND FOR AN APPORTIONMENT OF REPRESENTATIVES THEREON, TO COMPOSE THE HOUSE OF REPRESENTATIVES AFTER MARCH 3, 1797.",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,1.5809612540663613,-0.6277125554570595,-0.195,-0.936,-0.12,0.439
RH0020013,2,House,13,1792-01-24,,33,26,"TO AMEND THE RESOLUTION TO PREPARE A NEW APPORTIONMENT BILL, BY ELIMINATING THE PHRASE ""AND NO GREATER RATIO BE REPORTED THAN THIRTY THOUSAND TO ONE.""",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,4.347212903678664,-0.6172646064167429,-0.077,-0.952,-0.115,0.153
