date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-01 14:50:28,RH0440001,44,House,1,1875-12-06,,,ELEC. SPEAKER,279,2,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 14:50:28,RH0440002,44,House,2,1875-12-06,,,DISPUTED ELEC. LA.,135,134,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-0.164,-0.035,0.201,0.139,0.791,0.896,-71.814299,0.766
2017-02-01 14:50:28,RH0440003,44,House,3,1875-12-15,,,UNION RESTORED SO ALL CITIZENS ELIGIBLE FOR APPTS.,168,102,Nullification/Secession/Reconstruction,,Domestic Social Policy,,Civil Liberties,0.022,-0.009,0.697,0.754,0.961,0.985,-6.542356,0.976
2017-02-01 14:50:28,RH0440004,44,House,4,1875-12-15,,,NO SUBSIDIES TO ASSNS. OR CORPORATIONS,223,34,,,Regulation General Interest,,Government Management,0.826,-0.469,0.14,0.173,-0.029,0.864,-95.164678,0.691
2017-02-01 14:50:28,RH0440005,44,House,5,1875-12-15,,,NO 3RD TERM FOR PRESIDENT GRANT,234,18,,,Domestic Social Policy,,Civil Liberties,0.438,0.04,0.733,0.555,0.278,0.948,-25.529001,0.904
2017-02-01 14:50:28,RH0440006,44,House,6,1875-12-17,,,CHANGE THE NAME OF A STEAMBOAT,123,96,,,Government Organization,,Government Management,-0.158,-0.591,0.099,-0.17,0.5,0.781,-103.125497,0.624
2017-02-01 14:50:28,RH0440007,44,House,7,1876-01-05,,,PREF. GIVEN TO UNION OVER CONFED. SOLDIERS,122,93,Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-0.129,-0.051,0.333,0.315,0.903,0.958,-25.636132,0.888
2017-02-01 14:50:28,RH0440008,44,House,8,1876-01-06,,,DO NOT DISTURB PEACE OF THE UNION,250,0,,,Domestic Social Policy,,Civil Liberties,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 14:50:28,RH0440009,44,House,9,1876-01-10,,,GENERAL AMNESTY,164,100,Amnesty (all wars),,Domestic Social Policy,,Civil Liberties,-0.0,-1.0,0.313,-0.116,0.95,0.981,-22.098044,0.92
2017-02-01 14:50:28,RH0440010,44,House,10,1876-01-10,,,GENERAL AMNESTY,175,97,Amnesty (all wars),,Domestic Social Policy,,Civil Liberties,0.135,-0.638,0.306,-0.059,0.918,0.971,-28.84633,0.899
2017-02-01 14:50:28,RH0440011,44,House,11,1876-01-14,,,GENERAL AMNESTY,184,92,Amnesty (all wars),,Domestic Social Policy,,Civil Liberties,0.159,-0.59,0.301,0.009,0.891,0.964,-30.727992,0.895
2017-02-01 14:50:28,RH0440012,44,House,12,1876-01-14,,,GENERAL AMNESTY,185,99,Amnesty (all wars),,Domestic Social Policy,,Civil Liberties,0.161,-0.31,0.301,0.074,0.909,0.968,-30.455632,0.898
2017-02-01 14:50:28,RH0440013,44,House,13,1876-01-17,,,GENERAL AMNESTY,164,111,Amnesty (all wars),,Domestic Social Policy,,Civil Liberties,-0.275,-0.03,-0.228,-0.073,0.622,0.847,-87.659773,0.727
2017-02-01 14:50:28,RH0440014,44,House,14,1876-01-17,,,SPECIFIC PERIOD NOTES SHLD BE PAID BY SEC. OF TREA,112,158,Banking and Finance,,Government Organization,,Government Management,-0.096,0.061,0.159,-0.641,0.714,0.881,-76.232151,0.754
2017-02-01 14:50:28,RH0440015,44,House,15,1876-01-17,,,NO APPS. UNLESS AUTHORIZED FIRST,156,102,,,Internal Organization,,Miscellaneous Policy,0.118,0.122,0.34,-0.414,0.931,0.973,-22.346469,0.917
2017-02-01 14:50:28,RH0440016,44,House,16,1876-01-21,,,LET PA. JUDGE RETIRE,145,101,,,Domestic Social Policy,,Civil Liberties,0.052,0.989,-0.049,0.098,0.149,0.65,-152.315425,0.538
2017-02-01 14:50:28,RH0440017,44,House,17,1876-01-24,,,COLLECT ABANDONED PROP. IN INSURRECTIONARY DISTRIC,160,93,Nullification/Secession/Reconstruction,,Budget Special Interest,,Government Management,0.092,-0.375,0.3,-0.212,0.925,0.972,-25.324167,0.905
2017-02-01 14:50:28,RH0440018,44,House,18,1876-01-25,,,NATL. CENTENNIAL EXPOSITION,150,134,Science and Technology,,Domestic Social Policy,Budget Special Interest,Government Management,-0.154,-0.132,-0.084,0.139,0.433,0.732,-149.398883,0.591
2017-02-01 14:50:28,RH0440019,44,House,19,1876-02-02,,,EX-PRES'S NOT ELIGIBLE TO RUN AGAIN,127,130,Constitutional Amendments,,Domestic Social Policy,,Civil Liberties,-0.134,-0.991,-0.125,0.01,0.551,0.778,-121.683355,0.623
2017-02-01 14:50:28,RH0440020,44,House,20,1876-02-02,,,ONLY ONE 6 YR TERM FOR PRES.,72,184,Constitutional Amendments,,Domestic Social Policy,,Civil Liberties,-0.17,-0.985,0.082,0.17,-0.139,0.68,-136.840161,0.586
2017-02-01 14:50:28,RH0440021,44,House,21,1876-02-02,,,ONLY ONE 6 YR TERM FOR PRES.,108,144,Constitutional Amendments,,Domestic Social Policy,,Civil Liberties,-0.122,-0.992,-0.071,0.072,0.361,0.726,-146.196539,0.56
2017-02-01 14:50:28,RH0440022,44,House,22,1876-02-02,,,EX-PRES'S NOT ELIBIBLE TO RUN AGAIN,145,108,Constitutional Amendments,,Domestic Social Policy,,Civil Liberties,-0.033,0.001,0.18,-0.008,0.806,0.917,-64.221571,0.776
2017-02-01 14:50:28,RH0440023,44,House,23,1876-02-07,,,NO PAPER MONEY,97,147,U.S. Currency,,Budget General Interest,,Government Management,-0.004,-0.373,-0.237,0.451,0.825,0.93,-42.316456,0.841
2017-02-01 14:50:28,RH0440024,44,House,24,1876-02-08,,,REPEAL UNIFORM BANKRUPTCY LAW,187,58,,,Domestic Social Policy,,Civil Liberties,0.466,0.465,0.077,0.067,-0.017,0.759,-128.115371,0.593
2017-02-01 14:50:28,RH0440025,44,House,25,1876-02-09,,,"SELL LANDS AT VINCENNES, IND.",109,121,Public Lands,,Budget Special Interest,,Government Management,-0.665,-0.744,0.015,-0.036,-0.018,0.517,-158.499436,0.502
2017-02-01 14:50:28,RH0440026,44,House,26,1876-02-11,,,ABOLISH MISSION TO HAWAII,136,75,,,Foreign Policy Budget,,Foreign and Defense Policy,0.044,0.072,0.213,-0.014,0.88,0.957,-34.603932,0.849
2017-02-01 14:50:28,RH0440027,44,House,27,1876-02-11,,,DIPLO. APPS.,195,2,,,Foreign Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-01 14:50:28,RH0440028,44,House,28,1876-02-14,,,SOUND CURRENCY & SPECIE PAYMENTS,88,144,U.S. Currency,,Budget General Interest,,Government Management,0.043,-0.332,-0.533,1.27,0.886,0.957,-26.010627,0.894
2017-02-01 14:50:28,RH0440029,44,House,29,1876-02-15,,,CHARLES H. FONDE EXTEND PATENT FOR DREDGING MACH.,130,102,,,Budget Special Interest,,Government Management,-0.563,0.827,0.017,0.088,0.039,0.578,-157.476795,0.507
2017-02-01 14:50:28,RH0440030,44,House,30,1876-02-17,,,ADMIN. OATH TO SPEAKER,73,171,,,Internal Organization,,Miscellaneous Policy,0.324,-0.946,-0.103,-0.023,0.151,0.746,-122.533074,0.605
2017-02-01 14:50:28,RH0440031,44,House,31,1876-02-18,,,EXPENSE ALLOWANCE DIST. JUDGES,114,125,Judiciary,,Domestic Social Policy,Budget Special Interest,Civil Liberties,-0.064,0.215,0.095,-0.162,0.544,0.782,-117.906609,0.611
2017-02-01 14:50:28,RH0440032,44,House,32,1876-02-21,,,REORG. JUDICIARY,146,104,Judiciary,,Domestic Social Policy,Government Organization,Civil Liberties,-0.236,0.052,-0.121,0.057,0.471,0.78,-116.344867,0.628
2017-02-01 14:50:28,RH0440033,44,House,33,1876-02-24,,,"$400,000 NOT $600,000 FOR CUSTOM HOUSE MEMPHIS, TE",132,104,Public Works,,Budget Special Interest,,Government Management,0.683,-0.731,0.037,0.119,0.154,0.627,-155.834998,0.517
2017-02-01 14:50:28,RH0440034,44,House,34,1876-02-28,,,ADJOURN,115,113,,,Internal Organization,,Miscellaneous Policy,-0.537,0.113,0.021,0.212,0.088,0.548,-147.78749,0.523
2017-02-01 14:50:28,RH0440035,44,House,35,1876-02-29,,,"PUB. BLDG. MEMPHIS, TENN.",174,56,Public Works,,Budget Special Interest,,Government Management,-0.973,-0.148,-0.068,-0.042,0.0,0.757,-127.300668,0.575
2017-02-01 14:50:28,RH0440036,44,House,36,1876-03-06,,,ADJOURN,122,73,,,Internal Organization,,Miscellaneous Policy,0.031,-0.248,0.235,0.1,0.918,0.969,-25.370098,0.878
2017-02-01 14:50:28,RH0440037,44,House,37,1876-03-07,,,COMM. ON EXPEND. IN WAR DEPT. IGNORE SUPREME COURT,88,132,Supreme Court,,Domestic Social Policy,,Civil Liberties,0.038,0.014,-0.286,-0.171,0.955,0.982,-18.192779,0.921
2017-02-01 14:50:28,RH0440038,44,House,38,1876-03-07,,,COMM. ON EXPEND. IN WAR DEPT. IGNORE SUPREME COURT,131,75,Supreme Court,,Domestic Social Policy,,Civil Liberties,0.082,0.271,0.39,0.215,0.973,0.99,-12.53353,0.941
2017-02-01 14:50:28,RH0440039,44,House,39,1876-03-08,,,PROT. CERT. WITNESSES,207,8,,,Domestic Social Policy,,Civil Liberties,0.562,0.827,0.29,0.013,0.0,0.963,-26.719027,0.883
2017-02-01 14:50:28,RH0440040,44,House,40,1876-03-13,,,U.S. IS ONE NATION & SECESSION IS TREASON,102,77,Nullification/Secession/Reconstruction,,Domestic Social Policy,,Civil Liberties,-0.209,-0.288,-0.399,-0.228,0.857,0.939,-25.153209,0.869
2017-02-01 14:50:28,RH0440041,44,House,41,1876-03-13,,,U.S. IS ONE NATION & SECESSION IS TREASON,155,45,Nullification/Secession/Reconstruction,,Domestic Social Policy,,Civil Liberties,0.275,0.003,0.206,0.096,0.578,0.905,-42.791085,0.807
2017-02-01 14:50:28,RH0440042,44,House,42,1876-03-13,,,COMMISSIONERS OF D.C. PAY INT. ON BONDS,110,85,,,D. C.,Budget Special Interest,Government Management,-0.242,0.012,-0.157,0.019,0.6,0.826,-77.385603,0.672
2017-02-01 14:50:28,RH0440043,44,House,43,1876-03-14,,,COUNSEL FOR HALLET KILBOURN,117,78,,,Internal Organization,,Miscellaneous Policy,-0.061,-0.019,0.173,0.065,0.821,0.928,-50.235842,0.773
2017-02-01 14:50:28,RH0440044,44,House,44,1876-03-20,,,SOUND CURRENCY & SPECIE PAYMENTS,114,110,U.S. Currency,,Budget General Interest,,Government Management,-0.022,-0.016,0.129,-0.668,0.727,0.866,-69.524794,0.733
