id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS0670001,67,Senate,1,1921-03-07,,23,42,"TO AMEND S. RES. 4, RESOLVING THAT HON. ALBERT R. CUMMINS, A SENATOR FROM THE STATE OF IOWA, BE, AND HE HEREBY IS, ELECT- ED PRESIDENT OF THE SENATE PRO TEMPORE, TO HOLD OFFICE DUR- ING THE PLEASURE OF THE SENATE AND IN ACCORDANCE WITH THE RESOLUTION OF THE SENATE ADOPTED ON THE 12TH DAY OF MARCH 1890, ON THE SUBJECT, BY STRIKING OUT THE WORDS ""HON. ALBERT B. CUMMINS, A SENATOR FROM THE STATE OF IOWA,"" AND INSERTING IN LIEU THEREOF ""KEY PITTMAN, A SENATOR FROM THE STATE OF NEVADA.""",,Election of House Officers,Internal Organization,,Miscellaneous Policy,-5.500740476543438,0.3815540547876709,0.073,-0.02,0.661,0.695
RS0670002,67,Senate,2,1921-04-13,,11,34,"TO AMEND A MOTION THAT THE SENATE TAKE A RECESS BY CHANGING THE HOUR THAT THE SENATE RECONVENE; A MOTION MADE DURING CONSIDERATION OF S. RES. 43, AMENDING RULE 25 OF THE STANDING RULES OF THE SENATE; NO QUORUM VOTING.",,,Internal Organization,,Miscellaneous Policy,-5.629451701007187,0.3583609401533809,0.053,0.06,0.657,0.675
RS0670003,67,Senate,3,1921-04-15,,42,26,"TO TABLE APPEAL BY SENATOR GILBERT M. HITCHCOCK OF NEBRASKA FROM THE DECISION OF THE CHAIR THAT S. RES. 43 WAS PROPERLY BEFORE THE SENATE WHEN POINT OF ORDER WAS MADE.  (P.208-1; 212-1; 316-1; 320-1,2)",,,Internal Organization,,Miscellaneous Policy,17.73986880569492,-1.5637672741524071,0.097,0.157,-0.73,0.238
RS0670004,67,Senate,4,1921-04-16,,47,20,"CONFIRMATION OF THE NOMINATION OF GEORGE HARVEY OF NEW JERSEY, TO BE AMBASSADOR EXTRAORDINARY AND PLENIPOTENTIARY OF THE UNITED STATES TO GREAT BRITAIN.  (P.369-1)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-9.886972049852961,-1.4151397981436773,-0.043,-0.99,-0.253,-0.148
RS0670005,67,Senate,5,1921-04-18,,52,3,"CONFIRMATION OF THE NOMINATION OF JOHN JACOB ESCH TO BE AN INTERSTATE COMMERCE COMMISSIONER FOR TERM EXPIRING DECEMBER 31, 1927.",,Interstate Commerce/Anti-trust/Restraint of Commerce,Government Organization,,Government Management,1.073827201821053,0.7573758015599369,0.022,0.781,-0.215,1.158
RS0670006,67,Senate,6,1921-04-18,,36,23,"TO GO INTO LEGISLATIVE SESSION IN ORDER TO CHANGE SENATE RULE XXV PERTAINING TO APPOINTMENT OF COMMITTEES RATHER THAN CONTINUE DISCUSSION ON COLUMBIAN TREATY.  (P.203-1,2)",,,Internal Organization,,Miscellaneous Policy,-4.801127025902623,0.42049354314991777,0.083,0.022,-0.645,-0.777
RS0670007,67,Senate,7,1921-04-18,,26,45,TO REFER TO THE COMMITTEE ON RULES S. RES. 43.  (P.320-2),,,Internal Organization,,Miscellaneous Policy,-8.438826100812703,1.022111045944661,0.178,-0.48,0.41,0.281
RS0670008,67,Senate,8,1921-04-18,,47,25,TO AGREE TO AMENDED S. RES. 43.  (P.208-1),,,Internal Organization,,Miscellaneous Policy,-2.5389389201779573,0.043554757137399425,-0.127,0.366,-0.259,-0.59
RS0670009,67,Senate,9,1921-04-20,,31,60,"TO AMEND SECTION 2 OF ARTICLE 1 OF THE COLUMBIAN TREATY, SIGNED AT BOGATO APRIL 6, 1914; BETWEEN THE UNITED STATES AND THE REPUBLIC OF COLUMBIA FOR THE SETTLEMENT OF THEIR DIFFERENCES ARISING OUT OF THE EVENTS WHICH TOOK PLACE ON THE ISTHMUS OF PANAMA IN NOV. 1903.  (P.482-2, 483-1)",,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.7123598143322477,0.1351324291726384,0.588,0.554,0.084,-0.682
RS0670010,67,Senate,10,1921-04-20,,29,62,"TO AMEND SECTION 1, ARTICLE 1 OF THE COLUMBIAN TREATY BY TAKING AWAY THE RIGHT OF COLUMBIA TO TRANSPORT THRU THE CANAL ITS TROOPS, MATERIALS OR SHIPS OF WAR FREE OF CHARGE. (P.483-1)",Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.7275652501628913,0.17425920569184783,0.357,0.434,0.079,-0.628
RS0670011,67,Senate,11,1921-04-20,,40,51,TO AMEND THE TREATY WITH COLUMBIA BY REFUSING COLUMBIA FREE USE OF CANAL FOR MOVEMENT OF TROOPS OR SHIPS OF WAR OR MATERIALS WHEN SHE IS AT WAR WITH A NATION AT PEACE WITH THE U. S.  (P.483-2),Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.9338238587929301,-0.025433891052550645,0.205,0.166,0.062,-0.384
RS0670012,67,Senate,12,1921-04-20,,66,25,"TO AGREE TO ARTICLE 1 AS AMENDED, TO TREATY WITH COLUMBIA, WHICH PROVIDES CERTAIN MILITARY, COMMERCIAL, POSTAL AND TRANSPORTATION RIGHTS WITH RESPECT TO THE PANAMA CANAL. (P. 439-1,2; 482-1,2; 483-1,2; 484-1)",Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.5004185178567235,0.2808694224287023,0.312,0.437,-0.052,0.601
RS0670013,67,Senate,13,1921-04-20,,22,69,"TO AMEND ARTICLE 2 OF THE TREATY WITH COLUMBIA BY REDUCING THE AMOUNT OF GOLD TO BE PAID COLUMBIA FOR HER CLAIMED TITLE IN THE PANAMA CANAL, FROM $25,000,000 TO $15,000,000. (P. 443-2 484-2)",Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.2776934012902711,0.36408044661937006,0.295,0.446,0.029,-0.604
RS0670014,67,Senate,14,1921-04-20,,39,50,"TO AMEND ARTICLE 2 OF A TREATY WITH COLUMBIA, BY PROVIDING THAT THE PAYMENT OF $25,000,000 NOR ANYTHING CONTAINED IN THE TREATY SHALL BE TAKEN OR REGARDED AS AN ADMISSION THAT THE SECESSION OF PANAMA WAS IN ANY WAY AIDED OR ABETTED BY THE U. S., ITS AGENTS, OR REPRESENATIVES OR THAT THIS GOV- ERNMENT IN ANY WAY VIOLATED ITS OBLIGATIONS TO COLUMBIA. (P.485-1)",Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.24751854156031836,0.12032264509954199,-0.936,0.352,-0.03,-0.701
RS0670015,67,Senate,15,1921-04-20,,30,58,"TO AMEND ARTICLE 2 OF THE TREATY WITH COLUMBIA BY ADDING, THAT NEITHER SAID PAYMENT OF THE $25,000,000 NOR ANYTHING CONTAINED IN THIS TREATY SHALL BE TAKEN OR REGARDED AS AN ADMISSION THAT THE SECESSION OF PANAMA IN NOVEMBER 1903, WAS IN ANY WAY AIDED OR ABETTED BY THE U. S. OF AMERICA, ITS AGENTS OR REPRESENTATIVES OR THAR SAID GOVERNMENT IN ANY WAY VIOLATED ITS OBLIGATIONS TO COLUMBIA.  (P.486-2)",Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.19625272520121853,0.3673089343232002,-0.985,0.174,0.034,-1.002
RS0670016,67,Senate,16,1921-04-20,,73,21,TO PASS THE RESOLUTION OF RATIFICATION OF THE TREATY WITH COLUMBIA.,Panama Canal,Treaties,Foreign Policy Resolutions,,Foreign and Defense Policy,0.10995595540797412,0.4740755917855772,0.354,0.513,-0.01,0.526
RS0670017,67,Senate,17,1921-04-30,,36,49,"TO AMEND AN AMENDMENT TO S. J. RES. 16 (42 STAT. 105, 7/2/1921), REPEALING THE JOINT RESOLUTION OF APRIL 6, 1917, DECLARING A STATE OF WAR TO EXIST BETWEEN THE UNITED STATES AND GERMANY AND AUSTRIA-HUNGARY WHICH AMENDMENT AS AMENDED PROVIDES, THAT THE STATE OF WAR DECLARED BY CONGRESS ON APRIL 6, 1917, TO EXIST BETWEEN THE IMPERIAL GERMAN GOVERN- MENT AND THE GOVERNMENT AND PEOPLE OF THE UNITED STATES OF AMERICA IS HEREBY DECLARED AT AN END.  (P.749-1, 862-1)",,WWI,Defense Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,-2.934860758874459,0.5165305567199134,0.391,-0.631,0.307,0.605
RS0670018,67,Senate,18,1921-04-30,,61,33,"TO PASS S. J. RES. 16 (42 STAT. 105, 7/2/1921), REPEALING THE JOINT RESOLUTION OF APRIL 6, 1917, DECLARING A STATE OF WAR TO EXIST BETWEEN THE UNITED STATES AND GERMANY AND AUSTRIA-HUNGARY.  (P.188-2, 748-2, 749-1, 864-2, 865-2)",,WWI,Defense Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,-2.117323029762489,-0.04422280674396406,0.143,-0.347,-0.231,-0.631
RS0670019,67,Senate,19,1921-05-02,,19,48,"TO AMEND AN AMENDMENT TO H. R. 4075 (42 STAT. 5, 5/19/1921), A BILL TO LIMIT THE IMMIGRATION OF ALIENS INTO THE UNITED STATES, WHICH AMENDMENT AS AMENDED PROVIDES, THAT FOR TWO YEARS FROM THE APPROVAL OF THIS ACT, IMMIGRATION OF ALIENS OF ANY NATIONALITY TO THE UNITED STATES SHALL BE PROHIBITED, INSTEAD OF LIMITING THE NUMBER OF ALIENS OF ANY NATIONALITY WHO MAY BE ADMITTED IN ANY FISCAL YEAR TO 3 PER CENT OF THE NUMBER OF FOREIGN BORN PERSONS OF SUCH NATIONALITY RESIDENT IN THE UNITED STATES AS DETERMINED BY THE UNITED STATES CENSUS OF 1910.  (P. 929-2)",,Immigration/Naturalization,Foreign Policy Resolutions,,Foreign and Defense Policy,7.336145601709078,1.37088586453836,-0.315,-0.94,0.241,-0.19
RS0670020,67,Senate,20,1921-05-03,,16,63,"TO AMEND AN AMENDMENT TO H. R. 4075, WHICH AMENDMENT AS AMENDED EXEMPTS FROM THE OPERATION OF THE BILL ALIENS WHO PROVE TO THE SATISFACTION OF THE PROPER IMMIGRATION OFFICER OR OF THE SECRETARY OF LABOR THAT THEY HAVE BEEN SUBJECTED TO RELIGIOUS OR POLITICAL PERSECUTION AND NOT ONLY TO RELI- GIOUS PERSECUTION AS PROVIDED IN THE HOUSE BILL.  (P.930-1)",Religion,Immigration/Naturalization,Foreign Policy Resolutions,,Foreign and Defense Policy,0.4950543077929792,0.4839302752220108,0.087,0.527,0.041,-0.479
RS0670021,67,Senate,21,1921-05-03,,90,2,"TO PASS H. R. 4075, AS AMENDED, WHICH RESTRICTS IMMIGRATION DURING FISCAL YEAR TO 3 PER CENT OF THOSE WHO WERE RESIDENT ALIENS WITHIN THE TERRITORY OF THE UNITED STATES ACCORDING TO THE CENSUS OF 1910.  THIS BILL ENLARGED THE NUMBER WHO WOULD COME IN DURING THIS EMERGENCY PERIOD.  (P.915-1, 967- 2)",,Immigration/Naturalization,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS0670022,67,Senate,22,1921-05-11,,10,66,"TO AMEND AN AMENDMENT TO H. R. 2435 (45 STAT. 9, 5/27/1921), IMPOSING TEMPORARY DUTIES UPON CERTAIN AGRICULTURAL PRODUCTS TO MEET PRESENT EMERGENCIES, AND TO PROVIDE REVENUE; TO RE- GULATE COMMERCE WITH FOREIGN COUNTRIES; TO PREVENT DUMPING OF FOREIGN MERCHANDISE ON THE MARKETS OF THE UNITED STATES; AND TO REGULATE THE VALUE OF FOREIGN MONEY; WHICH AMENDMENT AS AMENDED PROVIDES THAT THE MARKET VALUE OF AIRPLANES OR AIRPLANE MOTORS, PARTS OR ACCESSORIES, SHALL BE BASED ON THE ACTUAL COST OF PRODUCTION IN ORDER TO PREVENT DUMPING OF AIRPLANES, AND FOR THE PROTECTION OF AN INDUSTRY HERE, WHICH IS VITALLY NECESSARY FOR THE NATIONAL DEFENSE.  (P.1292-1,2; 1293-1; 1295-1)",,Tariffs,Budget General Interest,,Government Management,-4.433307869057015,2.7453894577896043,0.414,0.91,-0.174,-0.227
RS0670023,67,Senate,23,1921-05-11,,35,46,"TO AMEND AN AMENDMENT TO H. R. 2435, WHICH AMENDMENT AS AMENDED PROVIDES TO ELIMINATE TARIFF OR DUTY ON ALL IMPORT- ABLE GOODS WHICH IS THE SAME OR SIMILAR TO AMERICAN GOODS EXPORTED FROM THE COUNTRY AND SOLD IN FOREIGN COUNTRIES FOR LESS THAN THE SAME AS SIMILAR GOODS ARE SOLD IN THE UNITED STATES, THUS TAKING AWAY FROM THE AMERICAN MANUFACTURER TAR- IFF PROTECTION WHICH HE NOW HAS, WHEN HE IS ABLE TO SELL HIS GOODS IN COMPETITION WITH THE WORLD AND TO PAY THE FREIGHT TO FOREIGN MARKETS.  (P.1296-2)",,Tariffs,Budget General Interest,,Government Management,4.4961733458326885,-0.14786224044997676,0.036,0.014,0.667,-0.858
RS0670024,67,Senate,24,1921-05-11,,32,51,"TO AMEND AN AMENDMENT TO H. R. 2435, WHICH AMENDED AMENDMENT PROVIDES THAT THIS TITLE SHALL NOT APPLY IN CASE OF MERCHAN- DISE IMPORTED FROM ANY COUNTRY WHICH DOES NOT IMPOSE UPON THE IMPORTATION OF MERCHANDISE FROM THE UNITED STATES RE- STRICTIONS SIMILAR TO THE RESTRICTIONS IMPOSED UPON IMPORTED MERCHANDISE BY THIS ACT.  (P.1297-1)",,Tariffs,Budget General Interest,,Government Management,6.138638544444314,0.4328343242555416,-0.107,-0.224,0.294,-0.277
RS0670025,67,Senate,25,1921-05-11,,30,48,"TO AMEND AN AMENDMENT TO H. R. 2435, WHICH AMENDED AMENDMENT PROVIDES THAT WHERE THE DIFFERENCE BETWEEN THE FOREIGN SEL- LING PRICE AND THE PRICE CHARGED IN THE HOME MARKET IS MORE THAN COMPENSATED BY THE DUTY IMPOSED; THEN THE LAW SHALL NOT APPLY.  (P.1299-1)",,Tariffs,Budget General Interest,,Government Management,21.966009458646475,1.3428585958947281,-0.063,-0.041,0.733,-0.193
RS0670026,67,Senate,26,1921-05-11,,86,2,"TO AGREE TO AN AMENDMENT TO H. R. 2435, (WHICH AMENDMENT IN- SERTS TITLE II AS RECOMMENDED BY THE COMMITTEE KNOWN AS THE ""ANTI-DUMPING ACT OF 1921"") PRESCRIBING THE METHODS AND STANDARDS TO BE USED IN DETERMINING IN WHICH CASES THE SPE- CIAL DUMPING DUTY SHALL BE IMPOSED.  (P.1299-1,2)",,Tariffs,Regulation General Interest,,Government Management,,,0.0,0.0,0.0,0.0
RS0670027,67,Senate,27,1921-05-11,,62,27,"TO AGREE TO AN AMENDMENT TO H. R. 2435, WHICH AMENDMENT IN- SERTS TITLE V (AS RECOMMENDED BY THE COMMITTEE) REGULATING THE IMPORTATION OF DYES AND CHEMICALS AND DISBANDING THE WAR TRADE BOARD SECTION OF THE DEPARTMENT OF STATE, TRANSFERRING ITS PERSONNEL AND RECORDS TO THE TREASURY DEPARTMENT. (P.1302-1)",Tariffs,WWI,Regulation Special Interest,,Government Management,7.3259987889819564,1.2690619551923323,-0.037,0.998,-0.114,0.09
