date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RH0090001,9,House,1,1805-12-24,,68,53,"TO ADOPT THE FIRST PART OF THE RESOLUTION CONCERNING THE CONTESTED ELECTION OF THE REPRESENTATIVE FROM GEORGIA, WHICH PART STATES THAT COWLES MEAD IS NOT ENTITLED TO HIS SEAT.",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-15.001428441254172,1.4790457101201335,0.032,0.999,0.083,0.032,0.226,0.661,-73.15521,
2016-10-19 13:03:23,RH0090002,9,House,2,1805-12-24,,66,52,"TO ADOPT THE SECOND HALF OF THE RESOLUTION CONCERNING THE CONTESTED ELECTION OF THE REPRESENTATIVE FROM GEORGIA, WHICH SECTION STATES THAT THOMAS SPALDING IS ENTITLED TO THE HOUSE SEAT.  (P. 85)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,70.1271594603207,-5.245317191968542,0.089,0.996,0.097,-0.008,0.25,0.669,-69.394433,
2016-10-19 13:03:23,RH0090003,9,House,3,1805-12-26,,58,53,TO AMEND THE RESOLUTION PRESENTING GEN. EATON WITH A SWORD IN HONOR OF HIS ACTIONS AGAINST TRIPOLI BY SUBSTITUING A GOLD MEDAL IN PLACE OF THE SWORD.,Mediterranean Pirates,,Foreign Policy Resolutions,,Foreign and Defense Policy,-3.6825795721753463,0.1628216103691299,0.303,-0.953,-0.163,-0.256,0.472,0.748,-51.017452,
2016-10-19 13:03:23,RH0090004,9,House,4,1805-12-26,,1,101,"TO CONCUR WITH THE COMMITTEE OF THE WHOLE IN DISAGREEING WITH THE RESOLUTION FOR THE INCREASE OF U.S. TROOPS TO PROTECT THE FRONTIER, AS THE PRESIDENT REQUESTED. (P. 1120)",Mediterranean Pirates,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,-50.0,0.5,0.0,
2016-10-19 13:03:23,RH0090005,9,House,5,1806-01-11,,72,58,"TO AMEND THE PREAMBLE TO THE RESOLUTION SUGGESTING THE DISIRABILITY OF PURCHASING SPANISH FLORIDA TERRITORY, BY ADDING A STATEMENT OF U.S. INTEREST IN SPANISH TERRITORY CONTIGUOUS TO THE LOUISIANA TERRITORY.  (P. 1122)",,,Defense Policy Budget,,Foreign and Defense Policy,1.71724562187038,-0.1890841077547809,0.318,0.357,0.125,-0.421,0.517,0.785,-50.613817,
2016-10-19 13:03:23,RH0090006,9,House,6,1806-01-11,,74,57,"TO AMEND THE RESOLUTION CONCERNING THE FLORIDA TERRITORY, BY REWORDING SO AS TO ELIMINATE ""ANY EXTRAORDINARY EXPENSES WHICH MAY BE INCURRED IN THE INTERCOURSE BETWEEN THE U.S. AND FOREIGN NATIONS,"" AND INSERT ""THE EXPENSE WHICH MAY BE INCURRED IN THE PURHASE OF SPANISH TERRITORIES LYING ON THE ATLANTIC OCEAN AND GULF OF MEXICO, AND EASTWARD OF THE MISSISSIPPI.""  (P",Public Lands,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.39834639633363017,0.0659226248022036,0.437,0.24,-0.052,0.755,0.596,0.824,-48.938825,
2016-10-19 13:03:23,RH0090007,9,House,7,1806-01-13,,74,58,"TO AMEND THE RESOLUTION CONCERNING FLORIDA TERRITORY, BY REWORDING, TO SUBSTITUTE ""TOWARD"" FOR THE PHRASE ""FOR THE PURPOSE OF.""",Public Lands,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.39349834722252924,0.06542696443046926,0.281,0.176,-0.053,0.779,0.621,0.833,-45.726428,
2016-10-19 13:03:23,RH0090008,9,House,8,1806-01-14,,62,44,TO AMEND THE RESOLUTION CONCERNING THE FLORIDA TERRITORY BY LIMITING THE AMOUNT WHICH SHALL BE PAID IN PURCHASE OF SAID TERRITORY.  (P. 1125),Public Lands,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.7655754462986643,-0.19775815797517757,0.466,0.159,0.128,-0.967,0.591,0.83,-28.858485,
2016-10-19 13:03:23,RH0090009,9,House,9,1806-01-14,,57,62,"TO AMEND THE RESOLUTION RESPECTING GEN. EATON, BY ADDING THE CLAUSE, ""BY WHICH HEROIC ACHIEVEMENT HE HAS SHOWN HIMSELF CAPABLE OF UNITING INFORMATION, WITH TALENT, BRAVERY AND EXPERIENCE.""",Public Lands,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.5612358622815595,-0.0869713324501467,0.171,0.009,-0.095,0.979,0.702,0.857,-31.277648,
2016-10-19 13:03:23,RH0090010,9,House,10,1806-01-14,,78,54,TO PERMIT THE COMMITTEE OF THE WHOLE TO AGAIN CONSIDER THE RESOLUTION IMPOSING A TAX OF $10 ON EACH SLAVE IMPORTED INTO THE U.S.,Public Lands,,Foreign Policy Budget,,Foreign and Defense Policy,0.5891221423297407,-0.18517175700573257,0.26,-0.032,0.126,-1.237,0.667,0.864,-31.248323,
2016-10-19 13:03:23,RH0090011,9,House,11,1806-01-14,,80,52,"TO CONCUR WITH THE COMMITTEE OF THE WHOLE, IN THEIR RESOLUTION IMPOSING A TAX OF $10 ON EACH SLAVE IMPORTED INTO THE U.S.  (P. 372)",Public Lands,,Foreign Policy Budget,,Foreign and Defense Policy,-0.3627883344172386,0.16494250577065664,0.711,-0.093,0.052,0.829,0.385,0.758,-69.133282,
2016-10-19 13:03:23,RH0090012,9,House,12,1806-01-15,,49,78,"TO CONCUR WITH THE COMMITTEE OF THE WHOLE, IN THEIR AGREE- MENT WITH THE RESOLUTION GRANTING THE REQUEST OF THE CITIZENS OF THE DISTRICT OF COLUMBIA, TO BUILD A BRIDGE OVER THE POTOMAC.",Public Lands,,Foreign Policy Budget,,Foreign and Defense Policy,1.399278206724058,-0.27974671382270844,0.628,0.599,-0.21,0.868,0.592,0.843,-34.285846,
2016-10-19 13:03:23,RH0090013,9,House,13,1806-01-15,,71,57,"TO ADJOURN UNTIL FEB. 3, 1806.",Public Lands,,Foreign Policy Budget,,Foreign and Defense Policy,0.4194581997655381,-0.138351004935523,0.275,-0.023,0.104,-1.434,0.667,0.852,-29.05949,
2016-10-19 13:03:23,RH0090014,9,House,14,1806-01-15,,74,53,TO ADOPT THE RESOLUTION PROVIDING COMPENSATION FOR EXTRA SERVICES RENDERED BY CERTAIN OFFICERS OF THE HOUSE IN THE LAST SESSION.  (P. 429),Public Lands,,Foreign Policy Budget,,Foreign and Defense Policy,0.6344814223344851,-0.18042724411762817,0.256,-0.018,0.173,-1.577,0.717,0.882,-25.768495,
