date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-25 03:21:58,RS0510001,51,Senate,1,1889-03-07,,30,30,"TO AMEND A SENATE RESOLUTION CHOOSING JOHN J. INGALLS AS PRESIDENT PRO TEMPORE OF THE SENATE, BY SUBSTITUTING IN HIS PLACE DANIEL W. VOORHEES.",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-0.035,-0.267,0.695,0.349,1.0,1.0,-0.012918,1.0
2017-01-25 03:21:58,RS0510002,51,Senate,2,1889-03-23,,24,36,"TO RECOMMIT TO THE COMMITTEE ON FOREIGN RELATIONS THE NOMIN- ATION OF WHITELAW REID, TO BE ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO FRANCE, WITH INSTRUCTIONS TO INQUIRE INTO CERTAIN ALLEGED CHARGES AGAINST HIM.  (JP.37A)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.867,-0.498,0.044,-0.106,0.167,0.667,-37.83278,0.532
2017-01-25 03:21:58,RS0510003,51,Senate,3,1889-03-23,,34,23,"TO CONSENT TO THE APPOINTMENT OF WHITELAW REID, TO BE ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO FRANCE. (JP.37)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.289,0.491,-0.721,0.193,0.87,0.947,-5.166216,0.913
2017-01-25 03:21:58,RS0510004,51,Senate,4,1889-03-27,,35,27,"TO CONSENT TO THE NOMINATION OF PAUL FRICKE, TO BE MARSHAL OF THE UNITED STATES FOR THE WESTERN DISTRICT OF TEXAS. (JP.26, 40, 45)",Judiciary,,Government Organization,,Government Management,-0.148,-0.333,-0.171,-0.076,0.852,0.935,-14.336248,0.794
2017-01-25 03:21:58,RS0510005,51,Senate,5,1889-03-28,,51,10,"TO CONSENT TO THE NOMINATION OF JOHN C. NEW, TO BE CONSUL GENERAL OF THE UNITED STATES AT LONDON, ENGLAND.  (JP.48)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.297,-0.938,-0.315,-0.485,0.1,0.852,-15.208758,0.779
2017-01-25 03:21:58,RS0510006,51,Senate,6,1889-03-28,,30,37,"TO CONSENT TO THE NOMINATION OF MURAT HALSTEAD, TO BE ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO GERMANY.",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.182,-0.002,-0.518,0.19,0.9,0.955,-9.329105,0.87
2017-01-25 03:21:58,RS0510007,51,Senate,7,1889-03-30,,34,28,"TO TABLE THE MOTION TO RECONSIDER THE VOTE REJECTING THE NOMINATION AND APPOINTMENT OF MURAT HALSTEAD TO BE ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO GERMANY. (JP.55, 44)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.012,-0.983,0.155,-0.07,0.714,0.871,-19.517147,0.73
2017-01-25 03:21:58,RS0510008,51,Senate,8,1889-03-30,,27,21,"TO CONSENT TO THE NOMINATION OF ZACHARIAH T. GRAYSON, TO BE POSTMASTER AT PRESCOTT, IN THE COUNTY OF NEVADA, IN THE STATE OF ARKANSAS.  (JP.56)",,,Government Organization,,Government Management,-0.054,-0.208,-0.705,-0.232,1.0,1.0,-0.021749,1.0
2017-01-25 03:21:58,RS0510009,51,Senate,9,1889-04-02,,15,41,"TO RECONSIDER THE VOTE ADVISING AND CONSENTING TO THE APPOINTMENT OF ANDREW CARNEGIE, TO BE A DELEGATE TO THE CONFERENCE BETWEEN THE UNITED STATES OF AMERICA, AND THE REPUBLIC OF MEXICO, CENTRAL AND SOUTH AMERICA, HAYTI, SAN DOMINGO AND THE EMPIRE OF BRBAZIL TO BE HELD AT WASHINGTON IN 1889",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.03,0.658,0.204,-0.612,0.533,0.875,-11.788156,0.81
2017-01-25 03:21:58,RS0510010,51,Senate,10,1889-12-16,,47,12,TO ADJOURN UNTIL JANUARY 6.,,,Internal Organization,,Miscellaneous Policy,0.328,-0.945,0.097,-0.156,-0.083,0.78,-27.808648,0.624
2017-01-25 03:21:58,RS0510011,51,Senate,11,1889-12-17,,13,52,"TO ADJOURN, MOTION MADE DURING DEBATE ON THE NOMINATION OF DAVID J. BREWER, TO BE ASSOCIATE JUSTICE OF THE U. S. SUPREME COURT.  (P.63, 197)",Supreme Court,,Government Organization,,Government Management,-0.676,0.711,0.123,0.02,0.0,0.8,-29.641335,0.634
2017-01-25 03:21:58,RS0510012,51,Senate,12,1889-12-18,,15,54,"TO POSTPONE UNTIL THE FIRST MONDAY IN JANUARY NEXT FURTHER CONSIDERATION OF THE NOMINATION OF DAVID J. BREWER, TO BE ASSOCIATE JUSTICE OF THE SUPREME COURT.  (P.63, 237)",Supreme Court,,Government Organization,,Government Management,0.698,-0.676,-0.102,-0.062,0.0,0.783,-34.619839,0.605
2017-01-25 03:21:58,RS0510013,51,Senate,13,1889-12-18,,25,45,"TO POSTPONE UNTIL THE NEXT DAY FURTHER CONSIDERATION OF THE NOMINATION OF DAVID J. BREWER, TO BE ASSOCIATE JUSTICE OF THE SUPREME COURT.  (JP.238)",Supreme Court,,Government Organization,,Government Management,0.623,0.336,-0.068,0.114,0.16,0.7,-42.550048,0.545
2017-01-25 03:21:58,RS0510014,51,Senate,14,1889-12-18,,53,11,TO CONSENT TO THE NOMINATION OF DAVID J. BREWER TO BE ASSOCIATE JUSTICE OF TH SUPREME COURT.,Supreme Court,,Government Organization,,Government Management,-0.264,0.964,-0.023,0.256,0.0,0.828,-27.836955,0.647
2017-01-25 03:21:58,RS0510015,51,Senate,15,1889-12-20,,38,19,"TO REFER TO THE COMMITTEE ON FOREIGN RELATIONS S. J. RES. 29 RECOGNIZING THE UNITED STATES OF BRAZIL AS A FREE, INDEPEN- DENT SOVERIGN STATE.  (P.316",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-0.101,-0.45,-0.498,-1.129,0.895,0.965,-4.581591,0.923
2017-01-25 03:21:58,RS0510016,51,Senate,16,1890-01-08,,36,25,"TO AMEND A RESOLUTION RELATING TO THE PREVENTION OF ARREST OF WILLIAM W. DUDLEY ON DECEMBER 10, 1889 AT INDIANAPOLIS, IND. THROUGH SMILEY N. CHAMBERS, UNITED STATES DISTRICT ATTORNEY OF INDIANA, BY DIRECTING THE ATTORNEY GENERAL TO INFORM THE SENATE WHATINSTRUCTIONS THE DEPARTMENT OF JUSTICE HAS GIVEN S",Judiciary,,Internal Organization,,Miscellaneous Policy,-0.098,-0.062,-0.689,-0.303,1.0,1.0,-0.020028,1.0
2017-01-25 03:21:58,RS0510017,51,Senate,17,1890-01-22,,31,16,"TO RECOMMIT TO COMMITTEE ON CENSUS S. 1181 (26 STAT. 13, 2/22/1890), A BILL TO REQUIRE THE SUPERINTENDENT OF CENSUS TO ASCERTAIN WHAT PERCENTAGE OF THE PEOPLE OWN THEIR FARM AND THE NUMBER OF FARMS UNDER MORTGAGE AND THE AMOUNT THEREOF, NO QUORUM VOTING. (P.763-2)",Agriculture,,Budget Special Interest,,Government Management,-0.096,-0.516,-0.377,0.254,0.875,0.957,-2.883732,0.94
2017-01-25 03:21:58,RS0510018,51,Senate,18,1890-01-22,,30,22,"TO RECOMMIT TO COMMITTEE ON CENSUS S. 1181 (26 STAT. 13), A BILL TO REQUIRE THE SUPERINTENDENT OF CENSUS TO ASCERTAIN WHAT PERCENTAGE OF THE PEOPLE OWN THEIR FARMS AND THE NUMBER OF FARMS UNDER MORTGAGE AND THE AMOUNT THEREOF.  (P.763-2)",Agriculture,,Budget Special Interest,,Government Management,-0.057,-0.68,-0.29,0.168,0.864,0.942,-5.860177,0.893
