date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 00:25:07,RH0040001,4,House,1,1796-01-06,,78,17,TO PASS THE RESOLUTION THAT IT APPEARS TO THIS HOUSE THAT ROBERT RANDALL HAS BEEN GUILTY OF A CONTEMPT AND A BREACH OF INTEGRITY OF ITS MEMBERS.  (P. 220),,,Internal Organization,,Miscellaneous Policy,-0.255,0.051,-0.156,0.056,0.176,0.849,-36.059342,0.684
2017-01-23 00:25:07,RH0040002,4,House,2,1796-01-07,,52,30,TO PASS THE RESOLUTION THAT CHARLES WHITNEY BE DISCHARGED FROM THE CUSTODY OF THE SERGEANT-AT-ARMS.  (P. 229),,,Internal Organization,,Miscellaneous Policy,0.743,-0.631,0.043,-0.023,-0.138,0.588,-51.658683,0.533
2017-01-23 00:25:07,RH0040003,4,House,3,1796-03-24,,62,37,"TO PASS THE RESOLUTION TO DISCOVER THE NATURE OF THE PRESIDENT'S INSTRUCTIONS TO THE MINISTER TO GREAT BRITIAN, REGARDING A TREATY WITH THAT COUNTRY.",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.326,0.017,0.716,0.52,0.973,0.99,-2.92524,0.971
2017-01-23 00:25:07,RH0040004,4,House,4,1796-03-28,,23,68,"TO RECOMMIT H.R. 155, A BILL FOR THE RELIEF AND PROTECTION OF AMERICAN SEAMEN.",,,Foreign Policy Budget,,Foreign and Defense Policy,0.457,0.852,-0.21,-0.11,0.609,0.9,-19.498887,0.807
2017-01-23 00:25:07,RH0040005,4,House,5,1796-03-28,,77,13,"TO PASS H.R. 155, A BILL FOR THE RELIEF AND PROTECTION OF AMERICAN SEAMEN.",,,Foreign Policy Budget,,Foreign and Defense Policy,0.657,0.302,0.247,0.388,0.385,0.91,-17.916449,0.819
2017-01-23 00:25:07,RH0040006,4,House,6,1796-03-31,,55,37,"TO REFER THE PRESIDENT'S MESSAGE CONCERNING THE TREATY WITH GREAT BRITAIN, TO THE COMMITTEE OF THE WHOLE.",Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.295,0.012,0.745,-0.165,0.973,0.989,-2.343278,0.975
2017-01-23 00:25:07,RH0040007,4,House,7,1796-03-31,,73,21,"TO PASS H.R. 144, A BILL AUTHORIZING A LOAN FOR THE CITY OF WASHINGTON, AND FOR OTHER PRUPOSES.",,,Budget Special Interest,D. C.,Government Management,0.663,0.69,0.037,0.264,0.095,0.793,-47.776968,0.602
2017-01-23 00:25:07,RH0040008,4,House,8,1796-04-05,,40,45,"TO AMEND H.R. 135, A BILL TO PROVIDE FOR THE SALE OF THE LANDS OF THE U.S., IN THE TERRITORY NORTHWEST OF THE RIVER OHIO, AND ABOVE THE MOUTH OF KENTUCKY RIVER; TO PROVIDE THAT HALF OF THE 640 ACRE TRACTS SHALL BE SUB-DIVIDED INTO TRACTS OF 320 ACRES EAC.",Public Lands,,Government Organization,,Government Management,0.312,0.337,-0.095,0.201,0.5,0.762,-44.235687,0.594
2017-01-23 00:25:07,RH0040009,4,House,9,1796-04-05,,45,42,"TO AMEND H.R. 135, A BILL TO PROVIDE FOR THE SALE OF LANDS NORTHWEST OF THE OHIO RIVER AND ABOVE THE MOUTH OF THE KENTUCKY RIVER, BY PROVIDING THAT THE SAID TRACTS SHALL BE SUB-DIVIDED INTO TRACTS OF 160 ACRES EACH.",Public Lands,,Government Organization,,Government Management,0.255,0.88,0.127,-0.068,0.548,0.779,-40.733545,0.626
2017-01-23 00:25:07,RH0040010,4,House,10,1796-04-06,,57,36,"TO RESOLVE INTO THE COMMITTEE OF THE WHOLE, IN ORDER TO CONSIDER THE PRESIDENT'S MESSAGE CONCERNING THE TREATY WITH GREAT BRITAIN.",Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.269,0.003,0.735,-0.12,0.944,0.978,-4.419357,0.954
2017-01-23 00:25:07,RH0040011,4,House,11,1796-04-07,,54,37,"TO PUT THE MAIN QUESTION ON PASSAGE OF THE RESOLUTION IN ANSWER TO THE PRESIDENT'S MESSAGE CONCERNING THE TREATY WITH GREAT BRITAIN; SAID RESOLUTION STATES THAT THE HOUSE DOES NOT INTEND TO INFRINGE UPON THE TREATY MAKING POWER VESTED IN THE PRESIDENT AN SENATE BY THE CONSTITUTION; BUT THE HOUSE MAINTAINS THAT WHEN A TREATY RELATES TO SUBJECT UNDER THE POWER OF CONGRESS, IT IS THE CONSTITUTIONAL RIGHT OF THE HOUSE TO DELIBERATE THE EXPEDIENCY OF SAID TREATY.",Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.298,0.012,0.744,-0.165,0.973,0.989,-2.414142,0.974
2017-01-23 00:25:07,RH0040012,4,House,12,1796-04-07,,57,35,"TO PASS THE RESOLUTION IN ANSWER TO THE PRESIDENT'S MESSAGE, WHICH MAINTAINS THE PEROGATIVE OF THE HOUSE TO DELIBERATE ON THE QUESTION OF THE TREATY WITH GREAT BRITAIN.",Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.369,0.006,0.732,0.333,0.971,0.989,-2.635455,0.972
