id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH0100001,10,House,1,1807-10-28,,24,87,"TO AMEND THE MOTION RELATING TO THE ELECTION OF STANDING COMMITTEES WHICH AMENDMENT PROVIDES FOR THE ELECTION OF COMMITTEES BY BALLOT, INSTEAD OF APPOINTMENT BY THE SPEAKER OF THE HOUSE.  (P. 793)",,,Internal Organization,,Miscellaneous Policy,-0.9026557680370224,-0.6312917273313383,0.342,-0.94,0.054,0.346
RH0100002,10,House,2,1807-11-05,,24,93,"TO ADOPT THE RESOLUTION PROVIDING THAT THE COMMITTEE TO WHOM WAS REFERRED THE MESSAGE OF THE PRESIDENT RELATING TO AGGRESSION COMMITTED WITHIN OUR PORTS AND WATERS, BY FOREIGN ARMED VESSELS, AND TO VIOLATIONS OF OUR JURISDICTION, BE INSTRUCTED TO INQUIRE INTO THE CIRCUMSTANCES OF THE ATTACK MADE ON THE FRIGATE CHESAPEAKE, AND THE PRETEXT OR CAUSES ASSIGNED FOR MAKING IT.  (P.806)",,,Foreign Policy Resolutions,Defense Policy Resolutions,Foreign and Defense Policy,4.423943151589836,-1.3791110435479381,0.439,0.563,-0.231,0.302
RH0100003,10,House,3,1807-11-10,,124,2,"TO PASS H. R. 1 (11/24/1807), A BILL MAKING APPROPRIATIONS FOR THE SUPPORT OF THE U. S. NAVY FOR THE YEAR 1807. (P.831)",,,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH0100004,10,House,4,1807-11-17,,22,104,TO KEEP SECRET THE PROCEEDINGS OF TODAY BEHIND CLOSED DOORS. (P.923),,,Internal Organization,,Miscellaneous Policy,-0.16723903386388742,0.49721875208161376,0.091,0.482,-0.024,-0.83
RH0100005,10,House,5,1807-11-21,,54,53,"TO ADOPT THE RESOLUTION PERMITTING THE PRESIDENT TO OBTAIN BY PURCHASE AT A REASONABLE PRICE, THE EXCLUSIVE RIGHT TO THE SYSTEM OF INVISIBLE INK INVENTED BY SIR JAMES JAY. (P.952; P. 17, 30 OF JOURNAL)",,,Budget Special Interest,,Government Management,-5.370563021998051,0.11198010895782656,0.089,-0.366,-0.117,-0.126
RH0100006,10,House,6,1807-11-26,,41,79,"TO CONCUR IN THE AMENDMENT MADE IN THE COMMITTEE OF THE WHOLE TO H. R. 3 (1/9/1808), A BILL EXTENDING THE RIGHT OF SUFFRAGE IN MISSISSIPPI TERRITORY, WHICH AMENDMENT PERMITS FREE, WHITE MALE CITIZENS OF 21 YEARS OR OVER, WHO POSSESS IN THEIR OWN RIGHT FIFTY ACRES, THE RIGHT TO VOTE; ELIMIN- ATING THEREFROM THE PROVISION EXTENDING THE RIGHT TO VOTE OF ANY PERSON 21 YEARS, FREE AND WHITE, WHO HAS PAID A COUNTY OR TERRITORIAL TAX.  (P.959)",Voting Rights,,Domestic Social Policy,,Civil Liberties,-1.9216754039010393,-0.5844387504186443,-0.62,0.607,0.103,0.31
RH0100007,10,House,7,1807-11-26,,35,86,"TO AMEND H. R. 3, BY PROHIBITING THE RIGHT OF SUFFRAGE IN THE MISSISSIPPI TERRITORY UNTIL THE ASSENT OF THE GEORGIA LEGISLATURE SHALL HAVE BEEN SIGNIFIED THERETO.  (P.961)",Voting Rights,,Domestic Social Policy,,Civil Liberties,-2.812249655838076,-0.6568362826953829,0.095,-0.924,0.159,0.327
RH0100008,10,House,8,1807-11-27,,50,79,"TO REFER TO THE COMMITTEE OF COMMERCE AND MANUFACTURE THE MEMORIAL PRESENTED BY MERCHANTS AND TRADERS OF PHILADELPHIA PRAYING FOR THE REPEAL OF THE ACT PASSED APRIL 18, 1806, ENTITLED ""AN ACT TO PROHIBIT THE IMPORTATION OF CERTAIN GOODS, WARES AND MERCHANDISE.""  (P.981)",Tariffs,,Regulation General Interest,,Government Management,1.4372626051501,-0.25885186561366247,0.624,0.638,-0.166,0.668
RH0100009,10,House,9,1807-12-02,,85,43,"TO PASS H. R. 2 (2/5/1808), A BILL AUTHORIZING THE ERECTION OF A BRIDGE OVER THE POTOMAC RIVER WITHIN THE DISTRICT OF COLUMBIA.  (P.1006)",Public Works,,Budget Special Interest,,Government Management,4.910674461333485,2.138215297144064,-0.423,0.061,-0.045,0.053
RH0100010,10,House,10,1807-12-02,,73,55,TO PASS H. R. 3.  (P.958),Voting Rights,,Domestic Social Policy,,Civil Liberties,0.05525812026553605,-0.17907839322920896,0.11,-0.173,0.003,-0.314
