id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS1010001,101,Senate,1,1989-01-25,,100,0,TO CONFIRM JAMES A. BAKER III AS SECRETARY OF STATE.,,,Government Organization,Foreign Policy Resolutions,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS1010002,101,Senate,2,1989-01-25,,100,0,TO CONFIRM ELIZABETH H. DOLE AS SECRETARY OF LABOR.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010003,101,Senate,3,1989-01-25,,100,0,TO CONFIRM RICHARD G. DARMAN AS DIRECTOR OF THE OFFICE OF MANAGEMENT AND BUDGET.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010004,101,Senate,4,1989-01-31,,101,0,TO CONFIRM CARLA A. HILLS AS U. S. TRADE REPRESENTATIVE.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010005,101,Senate,5,1989-01-31,,101,0,TO CONFIRM ROBERT A. MOSBACHER AS SECRETARY OF COMMERCE.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010006,101,Senate,6,1989-01-31,,101,0,TO CONFIRM SAMUEL K. SKINNER AS SECRETARY OF TRANSPORTATION.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010007,101,Senate,7,1989-02-02,,101,0,"TO CONFIRM MANUEL LUJAN, JR. AS SECRETARY OF THE INTERIOR.",,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010008,101,Senate,8,1989-02-02,,101,0,TO CONFIRM MICHAEL J. BOSKIN TO THE COUNCIL OF ECONOMIC ADVISERS.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010009,101,Senate,9,1989-02-02,,101,0,TO CONFIRM JACK KEMP AS SECRETARY OF HOUSING AND URBAN DEVELOPMENT.,Housing/Housing Programs/Rent Control,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RS1010010,101,Senate,10,1989-02-02,,101,0,TO CONFIRM WILLIAM K. REILLY AS ADMINISTRATOR OF THE ENVIRONMENTAL PROTECTION AGENCY.,Pollution and Environmental Protection,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
