date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-02 23:33:55,RH0700001,70,House,1,1927-12-05,,,ELEC. SPEAKER,412,0,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0700002,70,House,2,1927-12-05,,,DISPUTED ELEC. PA.,159,245,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-0.075,0.256,0.216,-0.162,0.836,0.935,-82.187,0.815
2017-02-02 23:33:55,RH0700003,70,House,3,1927-12-15,,,"GRADUATED TAX ON CORPS. UNDER $15,000",225,195,Tax rates,,Budget Special Interest,,Government Management,0.054,-0.289,0.242,-0.344,0.861,0.935,-75.147,0.835
2017-02-02 23:33:55,RH0700004,70,House,4,1927-12-15,,,FORBID CONSOLIDATED TAX RETURN AFFILIATED CORPS.,218,197,Tax rates,,Budget Special Interest,,Government Management,-0.069,-0.455,0.437,-0.87,0.929,0.966,-44.165,0.899
2017-02-02 23:33:55,RH0700005,70,House,5,1927-12-15,,,ELIM. TAX ON AUTOMOBILES,254,160,Tax rates,,Budget Special Interest,,Government Management,0.183,-0.282,0.255,-0.322,0.712,0.888,-95.489,0.793
2017-02-02 23:33:55,RH0700006,70,House,6,1927-12-15,,,REDUCE & EQUALIZE TAXATION,104,311,Tax rates,,Budget General Interest,,Government Management,0.401,-0.33,-0.158,0.046,0.202,0.799,-165.42,0.67
2017-02-02 23:33:55,RH0700007,70,House,7,1927-12-15,,,REDUCE & EQUALIZE TAXATION,370,24,Tax rates,,Budget General Interest,,Government Management,0.578,0.425,0.2,0.287,-0.125,0.931,-76.518,0.823
2017-02-02 23:33:55,RH0700008,70,House,8,1928-01-09,,,ACQUIRE LANDS FOR BLDGS. IN D.C.,282,62,,,D. C.,Budget Special Interest,Government Management,-0.326,0.478,-0.241,0.928,0.361,0.886,-75.383,0.803
2017-02-02 23:33:55,RH0700009,70,House,9,1928-01-17,,,REVISE TARIFF SCHEDULES,221,202,Tariffs,,Regulation General Interest,,Government Management,0.105,0.376,-0.264,0.461,0.925,0.964,-52.366,0.883
2017-02-02 23:33:55,RH0700010,70,House,10,1928-01-18,,,REGULATE COSTS OF MARSHALLS & COMMISSIONERS,155,193,Judiciary,,Budget Special Interest,,Government Management,0.258,0.966,0.144,-0.266,0.747,0.888,-120.671,0.706
