date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-02 23:33:55,RH0390001,39,House,1,1865-12-04,,,ELEC. SPEAKER,129,35,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,-0.116,-0.002,-0.707,0.578,0.971,0.994,-2.599,0.984
2017-02-02 23:33:55,RH0390002,39,House,2,1865-12-04,,,OFFICERS OF HOUSE,175,0,,,Internal Organization,,Miscellaneous Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0390003,39,House,3,1865-12-04,,,APPT. COMM. TO SEE IF ANY REBEL STATES SHOULD BE I,138,35,Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-0.149,0.039,-0.661,0.785,0.943,0.988,-5.603,0.968
2017-02-02 23:33:55,RH0390004,39,House,4,1865-12-04,,,APPT. COMM. TO SEE IF ANY REBEL STATES SHOULD BE I,37,133,Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-0.075,-0.036,0.351,-0.245,0.946,0.988,-9.508,0.946
2017-02-02 23:33:55,RH0390005,39,House,5,1865-12-04,,,APPT. COMM. TO SEE IF ANY REBEL STATES SHOULD BE I,132,36,Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-0.122,0.007,-0.708,0.57,0.972,0.994,-2.528,0.985
2017-02-02 23:33:55,RH0390006,39,House,6,1865-12-05,,,ELEC. CHAPLAIN,89,22,Election of House Officers,,Internal Organization,,Miscellaneous Policy,-0.487,0.873,-0.124,-0.125,0.182,0.838,-48.388,0.647
2017-02-02 23:33:55,RH0390007,39,House,7,1865-12-05,,,PUBLIC WAR DEBT WILL BE HONORED,162,1,,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0390008,39,House,8,1865-12-06,,,LET FREEDMEN USE HOUSE FOR MEETING,99,58,Civil Rights/Desegregation/Busing/Affirmative Action,,Internal Organization,,Miscellaneous Policy,0.247,0.833,-0.231,0.182,0.603,0.854,-53.528,0.711
2017-02-02 23:33:55,RH0390009,39,House,9,1865-12-11,,,LET REBEL STATE REPS. ONTO HOUSE FLOOR,40,111,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.044,0.094,0.299,-0.418,0.875,0.967,-16.823,0.895
2017-02-02 23:33:55,RH0390010,39,House,10,1865-12-12,,,DISPUTED ELEC. TENN.,125,42,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,0.017,-0.0,-0.315,0.209,0.881,0.97,-17.176,0.902
2017-02-02 23:33:55,RH0390011,39,House,11,1865-12-12,,,SEAT SOME FORMER REBELS,90,64,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.2,-0.002,-0.266,0.397,0.719,0.883,-45.272,0.745
2017-02-02 23:33:55,RH0390012,39,House,12,1865-12-12,,,SEAT SOME FORMER REBELS,41,126,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.033,-0.999,-0.091,0.326,0.049,0.766,-80.673,0.617
2017-02-02 23:33:55,RH0390013,39,House,13,1865-12-12,,,SEAT SOME FORMER REBELS,133,35,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.121,-0.988,0.088,-0.306,-0.057,0.78,-76.735,0.633
2017-02-02 23:33:55,RH0390014,39,House,14,1865-12-13,,,PRES. MUSTERING OUT VET. RESERVE CORPS OFFS.,111,50,,,Defense Policy Resolutions,,Foreign and Defense Policy,-0.295,-0.835,-0.108,0.121,0.38,0.807,-78.879,0.613
2017-02-02 23:33:55,RH0390015,39,House,15,1865-12-13,,,EQUAL RIGHTS FOR NEGRO SOLDIERS,43,113,Civil Rights/Desegregation/Busing/Affirmative Action,,Defense Policy Resolutions,,Foreign and Defense Policy,0.136,0.504,0.361,-0.333,0.837,0.955,-16.927,0.897
2017-02-02 23:33:55,RH0390016,39,House,16,1865-12-14,,,HOW LONG TO ADJOURN,87,71,,,Internal Organization,,Miscellaneous Policy,0.206,0.978,0.024,0.021,-0.085,0.513,-108.354,0.504
2017-02-02 23:33:55,RH0390017,39,House,17,1865-12-14,,,HOW LONG TO ADJOURN,90,68,,,Internal Organization,,Miscellaneous Policy,-0.95,-0.314,-0.011,-0.143,0.0,0.57,-107.738,0.506
2017-02-02 23:33:55,RH0390018,39,House,18,1865-12-14,,,TREASON SHOULD BE PUNISHED,154,0,,,Domestic Social Policy,,Civil Liberties,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0390019,39,House,19,1865-12-14,,,EST. BUREAU OF EDUCATION,37,113,Education,,Domestic Social Policy,Government Organization,Social Welfare,-0.049,-0.02,0.278,-0.241,0.892,0.973,-14.58,0.907
2017-02-02 23:33:55,RH0390020,39,House,20,1865-12-14,,,SEAT SOME FORMER REBELS,42,109,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.045,0.018,0.447,-0.47,0.857,0.96,-11.933,0.924
2017-02-02 23:33:55,RH0390021,39,House,21,1865-12-14,,,SEAT SOME FORMER REBELS,107,56,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.168,0.03,-0.602,0.846,0.857,0.951,-24.274,0.862
2017-02-02 23:33:55,RH0390022,39,House,22,1865-12-18,,,NO CLASS RULE IN U.S.,35,106,,,Domestic Social Policy,,Civil Liberties,-0.19,-0.596,0.522,-0.91,0.886,0.972,-9.697,0.934
2017-02-02 23:33:55,RH0390023,39,House,23,1865-12-18,,,VOTING RIGHTS IN REBEL STATES,111,46,Nullification/Secession/Reconstruction,,Internal Organization,,Miscellaneous Policy,0.086,0.086,-1.206,0.323,0.739,0.924,-24.399,0.856
