id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS0120001,12,Senate,1,1811-11-14,,24,7,"TO REFER THE NOMINATION OF JAMES MONROE AS SECRETARY OF STATE TO A SELECT COMMITTEE.  (P. 187, 189)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,6.7658181467261365,5.485028338615734,-0.713,0.661,-0.062,0.053
RS0120002,12,Senate,2,1811-11-25,,30,0,"TO ADVISE AND CONSENT TO THE APPOINTMENT OF JAMES MONROE AS SECRETARY OF STATE.  (P. 187, 192)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS0120003,12,Senate,3,1811-12-02,,24,8,"TO CONSENT TO THE NOMINATION OF JOHN R. FENWICK TO BE LIEUTENANT COLONEL OF THE REGIMENT OF LIGHT ARTILLERY. (P. 191, 193)",,,Defense Policy Resolutions,,Foreign and Defense Policy,-0.6219014252106925,0.9633429572436792,-0.03,0.982,0.02,0.186
RS0120004,12,Senate,4,1811-12-02,,18,16,"TO AMEND H.R. 8, (2 STAT. 669, 12/21/1811), A BILL PROVIDING FOR THE APPORTIONMENT OF REPRESENTATIVES AMONG THE SEVERAL STATES ACCORDING TO THE THIRD ENUMERATION, BY ELIMINATING THE WORDS, THIRTY-SEVEN, THUS LEAVING THE NUMBER OF REPRESENTATIVES TO BE APPORTIONED BLANK.  (P. 26)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,2.229464494735762,-0.2651090343362954,0.506,0.863,-0.069,0.179
RS0120005,12,Senate,5,1811-12-02,,13,21,"TO AMEND H.R. 8, BY PROVIDING FOR A TOTAL OF FORTY REPRESENTATIVES.  (P. 26)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,9.794947447068404,1.777790337732085,-0.279,-0.955,0.105,-0.062
RS0120006,12,Senate,6,1811-12-02,,22,12,"TO AMEND H.R. 8, BY STIPULATING THIRTY-FIVE AS BEING THE TOTAL NUMBER OF REPRESENTATIVES.  (P. 26)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,40.74867747460059,7.461976237242323,-0.207,-0.973,-0.155,0.022
RS0120007,12,Senate,7,1811-12-03,,16,11,"TO AMEND S. 4, (2 STAT. 720, 4/29/1812), A BILL MAKING FURTHER PROVISIONS FOR THE CORPS OF ENGINEERS, BY ELIMINATING FROM SECTION FIVE THE FOLLOWING WORDS, ""AT SUCH PLACE AS SHALL BE DESIGNATED BY THE PRESIDENT"".  (P. 27)",,,Defense Policy Budget,,Foreign and Defense Policy,-1.146825810553769,-0.20592859376990352,-0.054,-0.144,-0.324,-1.634
RS0120008,12,Senate,8,1811-12-06,,21,13,"TO AMEND H.R. 8, BY PROVIDING FOR THE SENATE TO APPOINT THREE MANAGERS TO GO INTO CONFERENCE ON THE AMENDMENT REJECTED BY THE HOUSE.  (P. 29)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,16.127578305704205,2.606322383866334,-0.222,-0.974,-0.145,0.052
RS0120009,12,Senate,9,1811-12-11,,18,16,TO ADHERE TO THE AMENDMENTS TO H.R. 8.  (P. 31),Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-6.196803486920829,-0.3489260443340755,0.102,-0.981,-0.165,-0.154
RS0120010,12,Senate,10,1811-12-16,,28,0,"TO PASS S. 5 (2 STAT. L. 669, 12/24/1811), A BILL FOR COMPLETING THE EXISTING MILITARY ESTABLISHMENT.",,,Defense Policy Budget,Defense Policy Resolutions,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS0120011,12,Senate,11,1811-12-17,,2,31,"TO AMEND S. 6 (2 STAT. 671, 1/11/1812) A BILL RAISING FOR A LIMITED TIME AN ADDITIONAL MILITARY FORCE, BY ELIMINATING FROM SECTION ONE, LINE THREE, THE WORD, ""TEN"" REGIMENTS IN ORDER TO INSERT THE WORD ""TWENTY"" REGIMENTS.  (P. 34)",,,Defense Policy Budget,Defense Policy Resolutions,Foreign and Defense Policy,0.07053272261535902,0.9727240785655306,-0.308,0.951,0.006,-0.492
RS0120012,12,Senate,12,1811-12-17,,19,14,"TO AMEND S. 6, BY ELIMINATING THE PROVISION THAT EVERY COMMISSIONED AND STAFF OFFICER TO BE APPOINTED IN VIRTUE OF THIS ACT SHALL BE A CITIZEN OF THE U.S.  (P. 34)",,,Defense Policy Resolutions,,Foreign and Defense Policy,11.360806392688183,-3.5127144931483913,0.39,0.918,0.055,-0.028
RS0120013,12,Senate,13,1811-12-17,,10,23,"TO AMEND S. 6, BY ELIMINATING FROM SECTION 12 THE PROVISION GIVING ANY NON-COMMISSIONED OFFICER OR SOLDIER, DISCHARGED FOR FAITHFULLY PERFORMED DUTY, THREE MONTHS PAY AND ..... ACRES OF LAND, ALSO TO THE HEIRS OF THOSE NON-COMMISSIONED OFFICERS OR SOLDIERS WHO MAY BE KILLED IN ACTION, AND INSERTING IN LIEU THEREOF, THAT EVERY NON-COMMISSIONED OFFICER OR SOLDIER, AFTER SERVING 5 YEARS, OR BEING KILLED IN LINE OF DUTY, SHALL RECEIVE THREE MONTHS PAY AND A LAND WARRENT FOR 160 ACRES.",Military Pensions/Veterans Benefits,,Defense Policy Resolutions,,Foreign and Defense Policy,0.6920646629267704,0.49679706191120765,-0.202,0.357,0.028,-0.234
RS0120014,12,Senate,14,1811-12-19,,12,21,"TO AMEND S. 6 BY ELIMINATING FROM SECTION ONE, LINE THREE, THE WORD, ""TEN"" REGIMENTS.",,,Defense Policy Resolutions,Defense Policy Budget,Foreign and Defense Policy,2.836758929568201,0.41832173194549616,0.198,0.98,0.103,-0.21
RS0120015,12,Senate,15,1811-12-20,,26,4,TO PASS S. 6.  (P. 85),,,Defense Policy Resolutions,Defense Policy Budget,Foreign and Defense Policy,-12.679613288622617,7.247515598409494,0.632,-0.766,0.228,0.104
RS0120016,12,Senate,16,1811-12-31,,21,4,"TO PASS S. 8, A BILL EXTENDING THE TIME OF CERTAIN PATENTS GRANTED TO ROBERT FULTON.  (P. 92)",Science and Technology,,Budget Special Interest,,Government Management,9.532366845312778,-4.950017207723604,0.603,0.798,0.178,-0.108
RS0120017,12,Senate,17,1812-01-08,,3,24,"TO AGREE TO THE HOUSE AMENDMENT TO S. 6, WHICH AMENDMENT PROVIDES THAT COMMISSIONED OFFICERS FOR SIX ONLY OF THE SAID REGIMENTS SHALL BE APPOINTED UNTIL THREE-FOURTHS OF THE PRIVATES REQUISITE TO COMPLETE SUCH SIX REGIMENTS HAVE BEEN ENLISTED, WHEN THE COMMISSIONED OFFICERS FOR THE REMAINING SEVEN REGIMENTS SHALL BE APPOINTED.  (P. 96)",,,Defense Policy Resolutions,,Foreign and Defense Policy,-1.367388373258781,1.6917692916710823,0.835,0.55,-0.074,-0.313
RS0120018,12,Senate,18,1812-01-08,,1,25,"TO AGREE TO THE HOUSE AMENDMENT TO S. 6, WHICH AMENDMENT PROVIDES THAT OFFICERS APPOINTED BY THIS ACT SHALL CONTINUE IN COMMISSION DURING SUCH TERM ONLY AS THE PRESIDENT SHALL JUDGE REQUISITE FOR THE PUBLIC SERVICE, THE PRESIDENT TO DISCHARGE THE WHOLE OR ANY PART OF THE TROOPS WHENEVER HE DEEMS IT SAFE FOR PUBLIC WELFARE.  (P. 96)",,,Defense Policy Resolutions,,Foreign and Defense Policy,0.07133011207966422,0.766986215691153,-0.14,0.757,0.012,-0.973
RS0120019,12,Senate,19,1812-01-10,,0,26,TO RATIFY THE TREATY BETWEEN THE UNITED STATES AND THE CHEROKEE NATION OF INDIANS MADE AND CONCLUDED AT CHICKAMOGGA ON THE TENNESSEE RIVER.,Treaties,,Indian Affairs,,Government Management,,,0.0,0.0,0.0,0.0
RS0120020,12,Senate,20,1812-01-13,,22,0,"TO PASS H.R. 22, (2 STAT. 674, 1/14/1812), A BILL AUTHORIZING THE PURCHASE OF ORDNANCE AND ORDNANCE STORES, CAMP EQUIPMENT AND OTHER QUARTERMASTER STORES AND SMALL ARMS.  (P. 99)",,,Defense Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RS0120021,12,Senate,21,1812-01-21,,21,1,"TO AGREE TO THE AMENDMENT TO THE BILL REGULATING THE COLLECTION OF THE DUTIES ON IMPORTS AND TONNAGE, WHICH AMENDMENT PROPOSES TO INSERT AT THE END OF THE FOURTEENTH LINE, THE WORDS ""UNLESS THE CLAIMANT SHALL SWEAR BEFORE THE COLLECTOR OF THE PORT THAT THE INVOICE HAS NEITHER BEEN RECEIVED BY HIM OR THEM NOR BY ANY OTHER PERSON FOR HIS OR THIER USE OR BEHALF.""  (P. 103)",Tariffs,,Regulation Special Interest,,Government Management,2.6613863818720813,0.9706376865229969,-0.258,0.284,-0.537,1.167
RS0120022,12,Senate,22,1812-01-27,,23,9,"TO CONSENT TO THE NOMINATION OF HENRY DEARBORN AS MAJOR GENERAL IN THE UNITED STATES ARMY.  (P. 206, 207)",,,Defense Policy Resolutions,,Foreign and Defense Policy,7.273419850305053,-1.7868027636832506,0.109,-0.994,0.249,-0.198
RS0120023,12,Senate,23,1812-01-28,,10,19,"TO POSTPONE CONSIDERATION OF THE BILL, IN ADDITION TO AN ACT SUPPLEMENTARY TO THE ACT ENTITLED AN ""ACT CONCERNING THE COMMERCIAL INTERCOURSE BETWEEN THE UNITED STATES AND GREAT BRITAIN AND FRANCE AND THEIR DEPENDENCIES,"" UNTIL THE FIRST MONDAY IN JUNE NEXT.  (P. 106)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,3.4117232680800065,-0.5876886027893626,0.417,0.835,-0.42,0.712
RS0120024,12,Senate,24,1812-01-28,,27,2,"TO POSTPONE FURTHER CONSIDERATION OF A BILL IN ADDITION TO AN ACT ENTITLED ""AN ACT SUPPLEMENTARY TO THE ACT ENTITLED 'AN ACT CONCERNING THE COMMERCIAL INTERCOURSE BETWEEN THE UNITED STATES AND GREAT BRITAIN AND FRANCE AND THEIR DEPENDENCIES,'"" UNTIL THE FIRST MONDAY IN MARCH NEXT. (P. 107)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,4.505892768009098,2.774016211939885,-0.427,0.85,-0.134,0.172
RS0120025,12,Senate,25,1812-02-05,,11,13,"TO POSTPONE FURTHER CONSIDERATION OF S. 16, A BILL INCORPORATING MOSES AUSTIN, JOHN RICE JONES, HENRY AUSTIN, AND OTHERS INTO THE LOUISIANA LEAD COMPANY, UNTIL THE FIRST MONDAY IN DECEMBER.  (P. 115)",,,Government Organization,,Government Management,1.1642479278457314,-0.17269266455069887,-0.562,-0.827,-0.062,0.308
RS0120026,12,Senate,26,1812-02-10,,11,14,"TO REFER TO A SELECT COMMITTEE, THE RESOLUTION PROVIDING THAT THE SECRETARY OF THE TREASURY FURNISH THE HOUSE WITH A STATEMENT SHOWING THE NUMBER OF VESSELS, AMOUNT OF MERCHANDISE OF THE UNITED STATES AND TERRITORIES EXPORTED TO FRANCE, SUBSEQUENT TO THE REPEAL OF BERLIN AND MILAN DECREE, ALSO STATING THE AMOUNT OF DUTIES DUE TO FRANCE ON EACH ARTICLE AND AFTER SUCH REPEAL.  (P. 103)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-19.278944181531468,-1.6512153528698115,-0.137,0.99,0.25,0.075
RS0120027,12,Senate,27,1812-02-10,,20,11,"TO POSTPONE FURTHER CONSIDERATION OF THE RESOLUTION PROVIDING THAT THE SECRETARY OF THE TREASURY FURNISH THE HOUSE WITH A STATEMENT SHOWING THE NUMBER OF VESSELS, AMOUNT OF MERCHANDISE OF THE UNITED STATES AND TERRITORIES EXPORTED TO FRANCE SUBSEQUENT TO REPEAL OF THE BERLIN AND MILAN DECREE, ALSO STATING THE AMOUNT OF DUTIES DUE TO FRANCE ON EACH ARTICLE BEFORE AND AFTER SUCH REPEAL. (P. 119)",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-5.00997198465758,0.5350470583890459,0.105,0.009,0.654,0.755
RS0120028,12,Senate,28,1812-02-12,,10,15,TO ORDER ENGROSSMENT AND THIRD READING OF THE AMENDED BILL FOR ESTABLISHING RULES AND ARTICLES FOR THE GOVERNMENT OF THE ARMIES OF THE UNITED STATES.  (P. 121),,,Defense Policy Resolutions,,Foreign and Defense Policy,0.7896541712730598,0.286204067981976,0.619,0.775,0.037,-0.271
