date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 13:12:32,RH0230001,23,House,1,1833-12-13,,107,118,TO TABLE THE MEMORIAL OF THE THREE GOVERNMENT DIRECTORS OF THE BANK OF THE U.S. IN RELATION TO CONDUCT OF ITS DIRECTORS AND ESPECIALLY OF THE PRESIDENT OF THAT INSTITUTION.  (P. 25-3),National Bank,,Budget General Interest,,Government Management,-0.075,0.058,-0.15,-0.588,0.776,0.893,-65.820439,0.746
2017-01-23 13:12:32,RH0230002,23,House,2,1833-12-13,,224,4,TO PRINT THE MEMORIAL FROM THE DIRECTORS OF THE U.S. BANK. (P. 26-1),National Bank,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH0230003,23,House,3,1833-12-13,,96,133,TO REFER MEMORIAL FROM THE DIRECTORS OF THE U.S. BANK TO THE COMMITTEE OF THE WHOLE.  (P. 25-2),National Bank,,Budget General Interest,,Government Management,0.055,-0.016,-0.205,-0.676,0.76,0.9,-55.266167,0.786
2017-01-23 13:12:32,RH0230004,23,House,4,1833-12-16,,96,122,"TO CHANGE THE 9TH RULE OF THE HOUSE SO AS TO REQUIRE THE SPEAKER TO VOTE IN THE FIRST INSTANCE ON EVERY QUESTION, AND PROVIDING THAT WHEN THE HOUSE IS EQUALLY DIVIDED, THE MOTION SHALL BE LOST.  (P. 33-3,34-1)",,,Internal Organization,,Miscellaneous Policy,-0.675,0.529,-0.037,-0.306,0.229,0.661,-130.263358,0.55
2017-01-23 13:12:32,RH0230005,23,House,5,1833-12-17,,127,102,"TO RECONSIDER VOTE BY WHICH THE REPORT OF THE SECRETARY OF TREASURY UPON REMOVAL OF THE DEPOSITS IN THE BANK OF THE U.S. WAS REFERRED TO THE COMMITTEE OF THE WHOLE, MOTION MADE DURING DEBATE ON THE MEMORIAL RELATING TO THE U.S. BANK. (P. 37-2)",National Bank,,Budget General Interest,,Government Management,-0.003,-0.034,0.218,0.619,0.804,0.913,-51.213264,0.8
2017-01-23 13:12:32,RH0230006,23,House,6,1833-12-18,,84,127,TO TABLE THE MEMORIAL RELATING TO THE U.S. BANK. (P. 42-3),National Bank,,Budget General Interest,,Government Management,-0.049,0.183,-0.182,-0.543,0.714,0.886,-56.602437,0.765
2017-01-23 13:12:32,RH0230007,23,House,7,1833-12-27,,50,137,"TO TABLE THE RESOLUTION THAT A SELECT COMMITTEE BE APPOINTED WHOSE DUTY SHALL BE TO INQUIRE INTO THE EXPEDIENCY OF SO EXTENDING THE PROVISIONS OF THE ACT OF CONGRESS PASSED JUNE 7, 1832, GRANTING PENSIONS TO CERTAIN CLASSES OF TROOPS HEREIN NAMED AS TO EBRACE THOSE WHO WERE ENGAGED IN INDIAN WARS SUBSEQUENT TO THE REVOLUTIONARY WAR AND DOWN TO THE TREATY OF GRENVILLE,",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,-0.406,0.051,0.117,-0.058,0.04,0.743,-90.480882,0.616
2017-01-23 13:12:32,RH0230008,23,House,8,1833-12-31,,105,96,"TO REFER TO THE COMMITTEE ON COMMERCE THE PETITION FROM THE INHABITANTS OF N.Y. PRAYING AN APPROPRIATION FOR THE ERECTION OF A HARBOR AND LIGHT HOUSE, AT SANDY CREEK, AND AT SALMON RIVER, ON LAKE ONTARIO.  (P. 73-1)",Public Works,,Budget Special Interest,,Government Management,0.188,-0.216,0.059,0.335,0.427,0.726,-105.518739,0.592
2017-01-23 13:12:32,RH0230009,23,House,9,1834-01-06,,108,106,"TO POSTPONE ACTION ON THE H. RES. PROVIDING THAT THE COMM. ON INDIAN AFFAIRS BE INSTRUCTED TO INQUIRE WHETHER THEIR PROVISIONS OF THE TREATY OF MARCH 1832, WITH THE CREEK TRIBE OF INDIANS IN THE STATE OF ALABAMA BE INCONSISTENT WITH THE SOVEREIGN RIGHTS F JURISDICTION OF SAID STATE, AND TO INQUIRE IF LEGISLATION IS NECESSARY",Treaties,,Indian Affairs,,Government Management,0.214,-0.193,0.111,0.658,0.66,0.832,-78.938184,0.692
2017-01-23 13:12:32,RH0230010,23,House,10,1834-01-10,,126,81,"TO ADOPT THE RESOLUTION THAT THE COMMITTEE ON WAYS AND MEANS BE INSTRUCTED TO INQUIRE INTO THE EXPEDIENCY OF REQUIRING THE COMMISSIONERS OF THE SINKING FUND TO PURCHASE OR REDEEM THE 5% U.S. STOCKS AND TO HAVE PLACED UNDER CONTROL FUNDS NOT REQUIRED BY GVERNMENT AS NECSSARY FOR THAT OBJECT AND IF NECESSARY, TO SELL U.S",Banking and Finance,,Budget General Interest,,Government Management,-0.54,-0.842,-0.031,-0.016,0.012,0.614,-137.57904,0.514
2017-01-23 13:12:32,RH0230011,23,House,11,1834-01-10,,165,19,"TO RECOMMIT WITH INSTRUCTIONS BILL H.R. 42, (134-4 STAT-714, 6-30-34), GRANTING PENSIONS TO SEVERAL PERSONS THEREIN NAMED, WHICH INSTRUCTIONS ARE TO AMEND IT AS TO CAUSE THE PENSION OF LESLIE COMBS, OF LEXINGTON, KY., TO TAKE EFFECT FROM THE YEAR 1832, ISTEAD OF MAY 6, 1813",,,Budget Special Interest,,Government Management,0.153,0.865,0.108,0.297,0.053,0.902,-51.480941,0.756
2017-01-23 13:12:32,RH0230012,23,House,12,1834-01-13,,120,83,"TO TABLE THE WHOLE SUBJECT OF THE RESOLUTION THAT NOAH FLETCHER WAS REMOVED FROM HIS OFFICE OF ASSISTANT CLERK IN THIS HOUSE, WITHOUT SUFFICIENT CAUSE, AND OUGHT TO BE IMMEDIATELY REINSTATED.  (P. 99-3)",,,Internal Organization,,Miscellaneous Policy,0.138,-0.071,0.313,1.4,0.783,0.911,-37.292367,0.832
2017-01-23 13:12:32,RH0230013,23,House,13,1834-01-17,,70,111,"TO AGREE TO THE SECOND SENATE AMENDMENT TO BILL H.R. 36, (2-11-34), MAKING APPROPRIATIONS IN PART FOR THE SUPPORT OF THE GOVERNMENT FOR THE YEAR 1834, WHICH AMENDMENT PROVIDES, TO STRIKE OUT :  ""AND NO PART OF THIS APPROPRIATION (FOR SENATE AND HOUSE EXPNSES) SHALL BE APPLIED TO ANY PRINTING OTHER THAN OF PAPERS OR DOCUMENTS CONNECTED WITH PROCEEDINGS OF EITHER HOUSES, EXCEPT SUCH AS HAVE BEEN HERETOFORE ORDERED.""  (P",,,Internal Organization,Budget Special Interest,Government Management,-0.005,0.074,-0.222,-0.262,0.7,0.884,-45.40464,0.778
2017-01-23 13:12:32,RH0230014,23,House,14,1834-01-22,,87,127,TO RECEDE FROM ITS DISAGREEMENT WITH THE SENATE AMENDMENT TO BILL H.R. 36.  THE SENATE AMENDMENT RELATES TO THE APPROPRIATION FOR PRINTING OF HOUSE AND SENATE PROCEEDINGS.,,,Internal Organization,Budget Special Interest,Government Management,-0.001,-0.042,-0.187,-0.262,0.632,0.85,-66.068689,0.734
2017-01-23 13:12:32,RH0230015,23,House,15,1834-01-24,,124,66,"TO RECOMMIT TO THE COMMITTEE ON INVALID PENSION WITH INSTRUCTIONS TO AMEND SAME BY STRIKING OUT SO MUCH AS PROVIDES FOR GRANTING A PENSION TO LESLIE COMBS, OF LEXINGTON, KY., BILL H.R. 42, (134-STAT-4-714,6-30-34.) (P. 128-3)",,,Budget Special Interest,,Government Management,-0.048,0.421,0.162,0.198,0.697,0.895,-63.930963,0.714
2017-01-23 13:12:32,RH0230016,23,House,16,1834-01-29,,87,102,"TO TABLE A RESOLUTION PROVIDING THAT THE COMMITTEE ON MILITARY AFFAIRS BE DIRECTED TO INQUIRE INTO THE EXPEDIENCY OF ABOLISHING THE MILITARY INSTITUTION AT WEST POINT, IN THE STATE OF NEW YORK.",,,Defense Policy Resolutions,,Foreign and Defense Policy,-0.306,-0.55,-0.071,0.195,0.299,0.677,-112.287712,0.552
2017-01-23 13:12:32,RH0230017,23,House,17,1834-01-30,,144,29,TO SUSPEND THE RULES AND CALL FOR CONSIDERATION OF RESOLUTION CONCERNING PRESENT AND FUTURE LIABILITIES OF THE U.S. TO INDIANS UNDER EXISTING TREATIES.  (P. 139-2),Treaties,,Indian Affairs,,Government Management,-0.528,-0.032,-0.158,-0.233,0.0,0.832,-60.973538,0.703
2017-01-23 13:12:32,RH0230018,23,House,18,1834-01-30,,88,108,"TO CONCUR IN THE REPORT OF THE MANAGERS OF THE CONFERENCE REGARDING H. 36, TO MAKE NO APPROPRIATION FOR PRINTING OTHER THAN SENATE AND HOUSE DOCUMENTS CONNECTED WITH THEIR PROCEEDINGS, AND ONLY THOSE BOOKS MAY BE SUBSCRIBED FOR, EXCEPT WHEN APPROPRIATIONIS MADE FOR SAME APPROPRIATION TO BE $450,000",,,Internal Organization,,Government Management,0.079,-0.416,0.06,0.245,0.33,0.699,-110.217334,0.57
2017-01-23 13:12:32,RH0230019,23,House,19,1834-02-03,,114,97,TO REFER TO THE COMMITTEE ON WAYS AND MEANS THE RESOLUTION REFERRING TO THE REMOVAL OF THE DEPOSITS FROM THE BANK OF THE U.S. AND THE EFFECTS THEREFROM.  (P. 150-2),National Bank,,Budget General Interest,,Government Management,-0.017,0.02,0.352,1.518,0.897,0.953,-30.577894,0.865
2017-01-23 13:12:32,RH0230020,23,House,20,1834-02-04,,119,96,"TO PUT THE MAIN QUESTION AS TO WHETHER THE PRESIDENT'S MESSAGE RELATIVE TO THE REFUSAL OF THE BANK OF THE U.S. TO DELIVER UP BOOKS ETC., BELONGING TO THE PENSION AGENCY RELATIVE TO PAYMENT OF PENSIONS, SHALL BE REFERRED TO THE COMMITTEE ON WAYS AND MEANS  (P",National Bank,,Government Organization,,Government Management,0.051,-0.044,0.454,1.865,0.885,0.949,-27.08934,0.882
2017-01-23 13:12:32,RH0230021,23,House,21,1834-02-04,,107,106,"TO REFER THE MESSAGE, OF THE PRESIDENT RELATIVE TO THE REFUSAL OF THE U.S. BANK TO DELIVER UP THE BOOKS, PAPERS OR FUNDS BELONGING TO THE PENSION AGENCY, TOGETHER WITH CORRES- PONDENCE BETWEEN THE SECRETARY OF WAR AND THE PRESIDENT OF BANK WITH OPINION O ATTORNEY GENERAL, TO THE COMMITTEE OF WAYS AND MEANS",National Bank,,Government Organization,,Government Management,0.177,-0.415,0.264,1.013,0.83,0.915,-41.45253,0.823
2017-01-23 13:12:32,RH0230022,23,House,22,1834-02-06,,113,103,"TO ADJOURN, MOTION DURING DEBATE ON A RESOLUTION REFERRING TO THE REMOVAL OF THE PUBLIC DEPOSITS FROM THE BANK OF THE UNITED STATES.",National Bank,,Budget General Interest,,Government Management,0.105,-0.285,-0.149,-0.662,0.748,0.88,-61.696689,0.752
2017-01-23 13:12:32,RH0230023,23,House,23,1834-02-07,,103,115,TO RECONSIDER THE VOTE OF THE 30TH OF JANUARY REFUSING TO CONCUR WITH THE COMMITTEE OF WHOLE ON THE STATE OF THE UNION IN ITS AGREEMENT TO THE REPORT AND MODIFICATIONS OF THE MANAGERS APPOINTED TO CONDUCT THE CONFERENCE ON THE DISAGREEING VOTE OF THE TWOHOUSES ON THE SUBJECT MATTER OF THE SECOND AMENDMENT OF THE SNEATE TO BILL H.R,,,Internal Organization,Budget Special Interest,Government Management,0.008,-0.252,0.086,0.325,0.563,0.794,-103.054881,0.623
2017-01-23 13:12:32,RH0230024,23,House,24,1834-02-07,,111,104,"TO RECEDE FROM ITS DISAGREEMENT TO THE SECOND AMENDMENT OF THE SENATE TO BILL H.R. 36, RELATIVE TO LIMITING APPROPRIA- TIONS FOR PRINTING DOCUMENTS OF THE TWO HOUSES PERTAINING TO PROCEEDINGS.  (P. 161-1, 112-3)",,,Internal Organization,Budget Special Interest,Government Management,-0.233,0.367,-0.152,-0.203,0.587,0.8,-90.222831,0.657
2017-01-23 13:12:32,RH0230025,23,House,25,1834-02-11,,136,66,"TO ORDER THE MAIN QUESTION ON OBTAINING THE SENSE OF THE HOUSE ON THE CONTINUANCE OF THE SUBJECT OF BILL H.R. 320, PROVIDING THAT A SELECT COMMITTEE BE APPOINTED WHOSE DUTY SHALL BE TO INQUIRE INTO THE EXPEDIENCY OF SO EXTENDING THE ACT PASSED JUNE 7, 182, GRANTING PENSIONS TO CERTAIN CLASSES OF TROOPS, AS TO EMBRACE THOSE WHO WERE ENGAGED IN THE WARS AGAINST THE INDIANS SUBSEQUENT TO THE CLOSE OF THE REVOLUTIONARY WAR, DOWN TO THE YEAR 1794",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,-0.487,0.227,-0.024,0.36,0.182,0.733,-100.960151,0.607
2017-01-23 13:12:32,RH0230026,23,House,26,1834-02-11,,120,86,"TO AGREE TO H.R. 320 TO APPOINT A SELECT COMMITTEE TO INQU- IRE INTO THE EXPEDIENCY OF SO EXTENDING THE GENERAL PENSION LAW AS TO EMBRACE WITHIN ITS PROVISIONS THOSE PERSONS WHO WERE ENGAGED IN THE INDIAN WARS, DOWN TO THE YEAR 1794, AND TO APPOINT A COMITTEE TO INQUIRE INTO MORAL EFFECTS OF THE PENSION SYSTEM",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,-0.535,-0.343,-0.049,0.143,0.209,0.67,-128.687802,0.535
2017-01-23 13:12:32,RH0230027,23,House,27,1834-02-14,,107,88,"TO TABLE THE RESOLUTION PROVIDING THAT THE COMMITTEE ON INDIAN AFFAIRS BE INSTRUCTED TO INQUIRE WHETHER THE PROVISIONS OF THE TREATY OF MARCH 1832, WITH THE CREEK TRIBE OF INDIANS, IN ALABAMA, BE INCONSISTENT WITH THE SOVEREIGN RIGHT OF JURISDICTION OF SID STATE WITHIN ITS LIMITS, AND WHETHER THE EXECUTION OF THE TREATY CONFLICTS WITH LAWS OF SAID STATE",Treaties,,Indian Affairs,,Government Management,0.303,-0.433,0.205,0.913,0.761,0.892,-49.910082,0.774
2017-01-23 13:12:32,RH0230028,23,House,28,1834-02-17,,84,123,TO RECONSIDER THE VOTE BY WHICH THE MEMORIAL OF THE MERCHANTS OF THE CITY OF N.Y. IN FAVOR OF A WAREHOUSING SYSTEM WAS REFERRED TO THE COMMITTEE OF WAYS AND MEANS. (P. 181-1),,,Regulation Special Interest,,Government Management,-0.12,0.555,-0.194,-0.163,0.738,0.894,-66.148103,0.726
2017-01-23 13:12:32,RH0230029,23,House,29,1834-02-18,,115,112,"SHALL THE DECISION OF THE SPEAKER STAND THAT IT WAS NOT IN ORDER TO ENTERTAIN A MOTION FOR A CALL OF THE HOUSE WHEN A PREVIOUS QUESTION WAS MOVED AND BEFORE IT WAS ASCERTAINED WHETHER THERE WAS A SECOND TO THE MOTION, MADE DURING DEBATE ON A RESOLUTION RFERRING TO THE REMOVAL OF THE PUBLIC DEPOSITS FROM THE BANK OF THE U.S",National Bank,,Budget General Interest,,Government Management,-0.138,0.072,0.159,0.554,0.786,0.894,-67.801982,0.742
2017-01-23 13:12:32,RH0230030,23,House,30,1834-02-18,,84,142,"TO ADJOURN, MOTION MADE DURING DEBATE ON A RESOLUTION RELATING TO THE U.S. BANKS.",National Bank,,Budget General Interest,,Government Management,-0.092,0.306,-0.157,-0.502,0.69,0.885,-69.100615,0.737
2017-01-23 13:12:32,RH0230031,23,House,31,1834-02-18,,116,112,"SHALL THE QUESTION ON THE MOTION TO REFER THE LETTER OF THE SEC. OF THE TREASURY TO THE COMMITTEE OF WAYS AND MEANS, BE NOW VOTED ON, MOTION MADE DURING DEBATE ON A RES. RELATING TO U.S. BANKS.  (P. 185-3)",National Bank,,Budget General Interest,,Government Management,0.275,-0.419,0.298,1.325,0.857,0.93,-44.272599,0.824
