date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-25 03:21:58,RH0170001,17,House,1,1821-12-19,,134,30,TO POSTPONE INDEFINITELY THE H. J. RESOLUTION PROVIDING THAT THE PRESIDENT OF THE SENATE AND THE SPEAKER OF THE HOUSE BE DIRECTED TO ADJOURN THEIR RESPECTIVE HOUSES FROM SATURDAY DEC. 22ND UNTIL WEDNESDAY THE 2ND OF JAN.  (P.565),,,Internal Organization,,Miscellaneous Policy,-0.141,0.99,-0.06,0.232,0.0,0.816,-74.238972,0.636
2017-01-25 03:21:58,RH0170002,17,House,2,1822-01-28,,83,88,"TO CONCUR IN AN AMENDMENT TO H. R. 26, (3/9/1822), A BILL PROVIDING FOR THE APPORTIONMENT OF THE HOUSE ACCORDING TO THE FOURTH CENSUS, WHICH AMENDMENT INCREASES THE MEMBERS OF THE HOUSE BY MAKING THE RATIO OF MEMBERSHIP ONE FOR EVERY 42,000 PERSONS IN EAH STATE",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.043,-0.096,0.093,-0.096,0.578,0.794,-86.731453,0.602
2017-01-25 03:21:58,RH0170003,17,House,3,1822-01-30,,61,118,"TO AMEND H. R. 26, BY FIXING THE RATIO AT ONE REPRESENTATIVE FOR EVERY 45,000 INSTEAD OF 40,000 PEOPLE IN EACH STATE. (P.832)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.112,0.994,-0.06,-0.206,0.197,0.725,-102.168894,0.565
2017-01-25 03:21:58,RH0170004,17,House,4,1822-01-30,,56,120,"TO AMEND H. R. 26, BY REDUCING THE RATIO FROM 40,000 TO 39,000 PEOPLE FOR EACH REPRESENTATIVE IN THE HOUSE.  (P.846)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.204,-0.795,-0.042,0.132,0.089,0.709,-102.868984,0.557
2017-01-25 03:21:58,RH0170005,17,House,5,1822-01-31,,49,126,"TO AMEND H. R. 26, BY FIXING THE RATIO AT 41,000 PERSONS FOR EACH REPRESENTATIVE.  (P.863)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.44,0.36,-0.066,-0.244,0.041,0.73,-93.59388,0.586
2017-01-25 03:21:58,RH0170006,17,House,6,1822-01-31,,50,126,"TO AMEND H. R. 26, BY FIXING THE RATIO AT 38,000 PEOPLE FOR EACH REPRESENTATIVE IN THE HOUSE.  (P.864)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.783,0.613,-0.079,0.066,0.06,0.731,-98.222122,0.572
2017-01-25 03:21:58,RH0170007,17,House,7,1822-02-01,,64,114,"TO AMEND H. R. 26, BY FIXING THE RATIO AT 41,500 PEOPLE FOR EACH REPRESENTATIVE IN THE HOUSE.  (P.874-A)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.733,0.681,0.017,-0.322,0.062,0.661,-102.436818,0.562
2017-01-25 03:21:58,RH0170008,17,House,8,1822-02-01,,64,112,"TO AMEND H. R. 26, BY STRIKING OUT THE RATIO OF 40,000 PER- SONS TO REPRESENTATIVE AND LEAVING BLANK THE NUMBER, TO BE FILLED IN BY A FUTURE MOTION.  (P.874-B)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.774,-0.568,0.012,0.271,0.047,0.651,-108.763401,0.539
2017-01-25 03:21:58,RH0170009,17,House,9,1822-02-02,,76,100,"TO AMEND H. R. 26, BY RECOMMITING IT TO THE COMMITTEE OF THE WHOLE FOR THE PURPOSE OF OBTAINING A SMALLER APPORTIONMENT RATIO OF 40,000 PEOPLE FOR REPRESENTATION BASED ON THE FOURTH CENSUS.  (P.889, 880)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.085,-0.09,0.036,0.08,0.158,0.634,-113.332492,0.525
2017-01-25 03:21:58,RH0170010,17,House,10,1822-02-02,,63,111,"TO AMEND H. R. 26, BY REDUCING BE 4,000 PERSONS THE RATIO FOR APPORTIONMENT OF REPRESENTATION THEREBY MAKING THE NUM- BER 38,000.  (P.890)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.465,-0.866,0.006,0.127,-0.016,0.63,-110.308148,0.53
2017-01-25 03:21:58,RH0170011,17,House,11,1822-02-04,,43,125,"TO AMEND H. R. 26, BY PROVIDING THAT THE ELECTION OF REPRE- SENTATIVES SHALL REPRESENT THE SAME NUMBER OF PERSONS AS NEARLY AS MAY BE PRACTICABLE, AGREEABLE TO THE 4TH CENSUS, AND NOT TO DEMINISH THE PRESENT NUMBER OF REPRESENTATIVES FROM ANY ONE STATE. (P.898)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.004,-1.0,0.021,0.163,-0.023,0.737,-93.236801,0.574
2017-01-25 03:21:58,RH0170012,17,House,12,1822-02-04,,85,87,"TO RECOMMIT AN AMENDMENT TO H.R. 26 TO A SELECT COMMITTEE WHICH AMENDMENT WOULD MAKE THE RATIO 39,900 INSTEAD OF 42,000.  (P.907)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.171,0.764,0.059,0.103,0.318,0.661,-106.657069,0.538
2017-01-25 03:21:58,RH0170013,17,House,13,1822-02-06,,58,106,"TO AMEND H. R. 26, BY REDUCING THE RATIO OF REPRESENTATIVES FROM 50,000 TO 42,000 IN ACCORDANCE WITH THE FOURTH CENSUS. (P.925)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.032,-0.999,0.079,0.077,0.19,0.712,-90.694533,0.575
2017-01-25 03:21:58,RH0170014,17,House,14,1822-02-06,,61,104,"TO AMEND H. R. 26, BY CHANGING THE RATIO OF REPRESENTATIVES BY SUBSTITUTING 44,000 IN LIEU OF 50,000.  (P.938)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.179,0.945,-0.019,-0.096,-0.016,0.622,-106.35532,0.525
2017-01-25 03:21:58,RH0170015,17,House,15,1822-02-06,,63,99,TO RECOMMIT H. R. 26  TO THE COMMITTEE OF THE WHOLE.  (P.939,Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.231,0.009,0.045,0.125,0.095,0.646,-98.680048,0.544
2017-01-25 03:21:58,RH0170016,17,House,16,1822-02-06,,100,58,TO PASS H. R. 26.  (P.947),Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,-0.418,0.316,-0.06,-0.161,0.138,0.682,-92.819613,0.556
2017-01-25 03:21:58,RH0170017,17,House,17,1822-03-01,,61,98,"TO AMEND THE SENATE AMENDMENT TO H. R. 26, WHICH AMENDMENT INCLUDES AFTER THE WORD ""SESSION"", THE WORDS ""BY AN ACTUAL ENUMERATION MADE PREVIOUS TO MARCH 3, 1822 IN THE MEASURE PRESCRIBED BY THE ACT PROVIDING FOR TAKING THE 4TH CENSUS"". (P.1164, 1167)",Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.068,-0.854,-0.054,0.107,0.18,0.684,-95.080412,0.55
2017-01-25 03:21:58,RH0170018,17,House,18,1822-03-01,,47,98,TO CONCUR WITH THE REPORT OF THE COMMITTEE ON THE JUDICIARY IN THEIR DISAGREEMENT TO THE AMENDMENT OF THE SENATE TO H. R. 26.  (P.195),Ratio of Representatives to Population,,Government Organization,,Miscellaneous Policy,0.005,-0.694,-0.049,0.192,0.149,0.722,-80.951959,0.572
