date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-18 10:30:10,RH0160001,16,House,1,1819-12-21,,59,101,TO ORDER ENGROSSMENT AND THIRD READING OF H.J. RESOLUTION PROVIDING THAT CONGRESS ADJOURN FROM 12/24 TO 1/3.,,,Internal Organization,,Miscellaneous Policy,3.8991123063771504,1.0574866845956572,-0.015,0.999,0.06,-0.089,0.017,0.635,-95.015774,
2016-10-18 10:30:10,RH0160002,16,House,2,1819-12-22,,60,94,"TO POSTPONE INDEFINITELY CONSIDERATION OF H.R. 8, A BILL PROVIDING FOR THE PAYMENT OF PROPERTY LOST DURING THE SEMINOLE WAR.",,,Defense Policy Budget,,Foreign and Defense Policy,0.105157877353808,-0.05760894363106872,0.215,-0.035,-0.006,0.33,0.35,0.747,-86.334856,
2016-10-18 10:30:10,RH0160003,16,House,3,1820-01-13,,116,47,TO ADOPT THE RESOLUTION ENTITLING R. MALLARY TO A SEAT IN THE HOUSE.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-0.6036841107348236,-0.3173742491456233,0.387,-0.551,-0.031,-0.297,0.128,0.747,-84.297282,
2016-10-18 10:30:10,RH0160004,16,House,4,1820-01-19,,110,27,"TO PASS S. 3, (APP. 1/28/1820), A BILL FOR THE RELIEF OF MATTHEW BARROW.",,,Budget Special Interest,,Government Management,2.246554652558625,-2.0014183490241906,0.967,0.171,0.094,-0.242,0.148,0.831,-61.806657,
2016-10-18 10:30:10,RH0160005,16,House,5,1820-01-21,,19,54,TO ADJOURN.,,,Internal Organization,,Miscellaneous Policy,-89.64709044412129,-30.169540384110086,-0.347,0.938,0.093,0.006,0.056,0.764,-35.099624,
2016-10-18 10:30:10,RH0160006,16,House,6,1820-01-24,,86,88,"TO POSTPONE CONSIDERATION OF H.R. 1, (APP. 3/16/1820, 3 STAT. 545), A BILL PROVIDING FOR THE ADMISSION OF MISSOURI INTO THE UNION AND PROHIBITING SLAVERY IN CERTAIN TERRITORIES.",Slavery,,Government Organization,Domestic Social Policy,Government Management,-7.3771470082390795,1.1604406102111446,0.147,0.076,-0.25,-0.196,0.8,0.902,-42.652608,
2016-10-18 10:30:10,RH0160007,16,House,7,1820-02-19,,70,107,"TO COMMIT TO THE COMMITTEE OF THE WHOLE, THE SENATE AMENDMENTS TO H.R. 17 (APP. 3/3/1820), A BILL ADMITTING MAINE INTO THE UNION AND EXTENDING U.S. LAWS TO INCLUDE SAID STATE.",,,Government Organization,,Government Management,-45.064532024329786,-1.3198068966812342,-0.028,-0.058,0.187,0.024,0.743,0.898,-49.615946,
2016-10-18 10:30:10,RH0160008,16,House,8,1820-02-23,,93,72,TO DISAGREE WITH THE SENATE AMENDMENTS TO H.R. 17 CONNECTING H.R. 1 WITH H.R. 17.,Slavery,,Government Organization,Domestic Social Policy,Government Management,-10.445159310292421,0.6212643993072529,0.059,0.005,-1.089,-0.603,0.861,0.939,-21.573206,
2016-10-18 10:30:10,RH0160009,16,House,9,1820-02-23,,102,68,"TO DISAGREE WITH THE RESIDUE OF THE SENATE AMENDMENTS TO H.R. 17, WHICH AMENDMENTS OUTLINES THE DETAILS OF ADDING H.R.1 TO H.R. 17, WITH THE EXCEPTION OF THE COMPROMISE AMENDMENT.",Slavery,,Government Organization,Domestic Social Policy,Government Management,-4.645617986864038,0.23832337212155746,0.143,-0.426,-1.045,-1.301,0.809,0.924,-28.516822,
2016-10-18 10:30:10,RH0160010,16,House,10,1820-02-23,,159,18,"TO DISAGREE WITH THE SENATE AMENDMENTS TO H.R. 17, PROHIBITING SLAVERY IN THE LOUISIANA TERRITORY EXCEPT IN MISSOURI, AND PROVIDING FOR THE RETURN OF FUGITIVE SLAVES.",Slavery,,Government Organization,Domestic Social Policy,Government Management,-1.979799267872654,2.053748319724461,0.656,0.755,0.089,0.26,0.056,0.904,-64.08015,
2016-10-18 10:30:10,RH0160011,16,House,11,1820-02-28,,97,76,TO INSIST ON DISAGREEMENT TO THE SENATE AMENDMENTS TO H.R.17 ADDING H.R.1 TO H.R.17.,Slavery,,Government Organization,Domestic Social Policy,Government Management,-9.219976546075,0.589858522402725,0.063,0.009,-1.033,-0.648,0.895,0.954,-20.627885,
