date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 13:12:32,RH1090001,109,House,1,2005-01-04,,226,199,DENNIS HASTERT ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.028,0.104,-0.694,0.653,1.0,1.0,-0.252,0.999
2017-01-23 13:12:32,RH1090002,109,House,2,2005-01-04,,224,192,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.052,0.442,-0.398,0.429,0.995,0.998,-8.146,0.981
2017-01-23 13:12:32,RH1090003,109,House,3,2005-01-04,,222,196,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.016,0.016,-0.678,0.665,1.0,1.0,-0.27,0.999
2017-01-23 13:12:32,RH1090004,109,House,4,2005-01-04,,196,219,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.058,0.978,0.776,-0.172,0.995,0.998,-3.253,0.992
2017-01-23 13:12:32,RH1090005,109,House,5,2005-01-04,,220,195,Rules of the House of Representatives,,,Internal Organization,,Miscellaneous Policy,0.016,0.016,-0.678,0.666,1.0,1.0,-0.27,0.999
2017-01-23 13:12:32,RH1090006,109,House,6,2005-01-06,,31,267,OBJECT TO ELECTORAL VOTE IN OHIO,Electoral Votes,,Government Organization,,Government Management,-0.501,0.006,0.758,-0.159,0.419,0.94,-35.289,0.888
2017-01-23 13:12:32,RH1090007,109,House,7,2005-01-25,,392,1,Congratulating the people of Ukraine and Viktor Yushchenko on his election as President of Ukraine and his commitment to democracy and reform,,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090008,109,House,8,2005-01-25,,393,0,"Commending Countries and Organizations for Marking the 60th Anniversary of the Liberation of Auschwitz and Urging a Strengthening of the Fight against Racism, Intolerance, Bigotry, Prejudice, Discrimination, and Anti-Semitism",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090009,109,House,9,2005-01-26,,189,212,Crowley of New York Amendment No. 2,,,Government Organization,,Government Management,-0.138,-0.367,0.281,-0.339,0.979,0.99,-24.503,0.941
2017-01-23 13:12:32,RH1090010,109,House,10,2005-01-26,,182,211,Crowley of New York Amendment No. 3,,,Government Organization,,Government Management,-0.077,-0.563,0.386,-0.158,0.989,0.995,-11.435,0.971
2017-01-23 13:12:32,RH1090011,109,House,11,2005-01-26,,187,217,"To amend title 31, United States Code, to provide reasonable standards for congressional gold medals, and for other purposes",,,Government Organization,,Government Management,0.013,0.365,0.349,-0.361,0.989,0.995,-13.057,0.968
2017-01-23 13:12:32,RH1090012,109,House,12,2005-01-26,,231,173,"To amend title 31, United States Code, to provide reasonable standards for congressional gold medals, and for other purposes",,,Government Organization,,Government Management,-0.116,-0.161,-0.197,0.024,0.873,0.946,-73.342,0.834
2017-01-23 13:12:32,RH1090013,109,House,13,2005-02-01,,408,0,Honoring the contributions of Catholic schools,Education,Religion,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090014,109,House,14,2005-02-01,,410,0,"To designate the facility of the United States Postal Service located at 30777 Rancho California Road at Temecula, California, as the “Dalip Singh Saund Post Office Building”",,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090015,109,House,15,2005-02-02,,327,84,Expressing the continued support of Congress for equal access of military recruiters to institutions of higher education,Education,Peace Movements/Pacifism/Anti-Military,Defense Policy Resolutions,,Foreign and Defense Policy,-0.381,-0.276,-0.582,-0.406,0.702,0.939,-60.727,0.863
2017-01-23 13:12:32,RH1090016,109,House,16,2005-02-02,,415,1,"Commending the Palestinian people for conducting a free and fair presidential election on January 9, 2005, and for other purposes",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090017,109,House,17,2005-02-02,,411,3,Expressing the strong concern of the House of Representatives that the European Union may end its embargo against the People’s Republic of China,Communists/Communism/Unamerican Activities,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090018,109,House,18,2005-02-02,,404,9,"Relating to the free election in Iraq held on January 30, 2005",Iran,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090019,109,House,19,2005-02-08,,414,0,Supporting the goals and ideals of National Mentoring Month,,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090020,109,House,20,2005-02-08,,412,0,"To designate the United States courthouse at 300 North Hogan Street, Jacksonville, Florida, as the “John Milton Bryan Simpson United States Courthouse”",,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090021,109,House,21,2005-02-08,,404,0,"To designate the Federal building and United States courthouse located at 200 West 2nd Street in Dayton, Ohio, as the “Tony Hall Federal Building and United States Courthouse”",,,Government Organization,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RH1090022,109,House,22,2005-02-09,,228,191,"Providing for consideration of the bill (H.R. 418) to establish and rapidly implement regulations for State driver’s license and identification document security standards, to prevent terrorists from abusing the asylum laws of the United States, to unifyterrorism-related grounds for inadmissibility and removal, and ..",Immigration/Naturalization,,Defense Policy Resolutions,,Foreign and Defense Policy,-0.025,-0.296,-0.718,0.085,0.995,0.998,-5.558,0.987
