date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-22 01:59:02,RH0060001,6,House,1,1799-12-30,,39,45,"TO AMEND H.R. 182, (APP. 2/28/1800), A BILL TO PROVIDE FOR THE ENUMERATION OF THE CITIZENS OF THE UNITED STATES, BY ELIMINATING THE POWER OF DIRECTION ACCORDED THE SECRETARY OF STATE IN THE PURSUANCE OF THE ACT.  (P. 222E",,,Government Organization,,Government Management,-8.968900119234204,2.1658326159773837,0.134,0.964,0.321,0.207,0.897,0.952,-12.453845
2017-01-22 01:59:02,RH0060002,6,House,2,1800-01-03,,84,1,"TO AMEND THE RESOLUTION TO REFER TO COMMITTEE THE PETITION OF FREE BLACKS PRAYING FOR A REVISION OF LAWS RELATING TO SLAVE TRADE, BY PROHIBITING LEGISLATION UPON THE SUBJECT WHICH WOULD CREATE DISQUIET AND JEALOUSY.  (P. 244)",Slavery,,Domestic Social Policy,,Civil Liberties,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-22 01:59:02,RH0060003,6,House,3,1800-01-10,,60,39,"TO AGREE WITH THE COMMITTEE OF THE WHOLE NOT TO PASS THE RESOLUTION TO REPEAL SO MUCH OF THE ACT PASSED 7/16/1798, AUTHORIZING THE PRESIDENT TO RAISE TWELVE ADDITIONAL REGIMENTS OF INFANTRY.  (P. 369)",,,Defense Policy Budget,,Foreign and Defense Policy,-4.119359848269898,0.40324894315795873,0.111,-0.054,-0.646,-0.907,0.872,0.949,-8.930597
2017-01-22 01:59:02,RH0060004,6,House,4,1800-01-23,,10,82,"TO POSTPONE UNTIL THE NEXT SESSION, THE RESOLUTION TO SUSPEND IN PART, THE ACT TO AUGMENT THE UNITED STATES ARMY, AND FOR OTHER PURPOSES.  (P. 403)",,,Defense Policy Budget,,Foreign and Defense Policy,3.7947243072245187,-3.0994331553583065,0.714,-0.39,-0.29,0.442,0.0,0.891,-19.73837
2017-01-22 01:59:02,RH0060005,6,House,5,1800-01-23,,37,57,"TO AMEND THE RESOLUTION TO SUSPEND, IN PART, THE ACT TO AUGMENT THE UNITED STATES ARMY, AND FOR OTHER PURPOSES, BY PROVIDING THAT OFFICERS NOT NECESSARY IN THE DISCRETION OF THE PRESIDENT, BE DISCHARGED AND ALLOWED ONE MONTH'S PAY. (P. 403)",,,Defense Policy Budget,,Foreign and Defense Policy,-10.997144216225696,1.3955916229202743,0.143,-0.177,0.27,0.142,0.865,0.947,-14.967104
2017-01-22 01:59:02,RH0060006,6,House,6,1800-01-23,,50,48,"TO PASS THE FIRST PART OF THE RESOLUTION TO REPEAL THE SECOND SECTION OF ""AN ACT IN ADDITION TO THE ACT FOR THE PUNISHMENT OF CERTAIN CRIMES AGAINST THE UNITED STATES"". (P. 419)",Alien and Sedition Laws,,Domestic Social Policy,,Civil Liberties,12.246825000130444,-5.267381575056222,0.431,0.011,0.739,-0.349,0.979,0.99,-4.52535
2017-01-22 01:59:02,RH0060007,6,House,7,1800-01-23,,51,47,"TO ADOPT THE SECOND PART OF THE RESOLUTION TO REPEAL THE SECOND SECTION OF ""AN ACT IN ADDITION TO THE ACT FOR THE PUNISHMENT OF CERTAIN CRIMES AGAINST THE U.S., WHICH PART MAKES SEDITION PUNISHABLE BY COMMON LAW.""  (P. 423)",Alien and Sedition Laws,,Domestic Social Policy,,Civil Liberties,11.21684025107285,-3.6781593658669154,0.342,0.158,-0.256,0.132,0.851,0.929,-14.969721
2017-01-22 01:59:02,RH0060008,6,House,8,1800-01-23,,11,87,TO PASS THE ENTIRE RESOLUTION TO REPEAL THE SECOND SECTION OF AN ACT IN ADDITION TO AN ACT FOR THE PUNISHMENT OF CERTAIN CRIMES AGAINST THE U.S.  (P. 425),Alien and Sedition Laws,,Domestic Social Policy,,Civil Liberties,7.4520534240150464,-7.211012355534746,0.98,0.092,-0.134,0.104,0.0,0.888,-37.883054
2017-01-22 01:59:02,RH0060009,6,House,9,1800-01-28,,43,50,TO RECOMMIT THE REPORT CONCERNING THE LETTER FROM MR. RANDOLPH TO THE PRESIDENT RELATING TO A PERSONAL ASSAULT.,,,Internal Organization,,Miscellaneous Policy,-8.59902113493705,2.6331024250208634,0.304,0.019,0.843,0.567,0.953,0.978,-4.314312
2017-01-22 01:59:02,RH0060010,6,House,10,1800-01-29,,42,56,TO AMEND THE RANDOLPH RESOLUTIONS TO REPRIMAND CAPTAIN MCKNIGHT AND LIEUTENANT REYNOLDS IN THEIR ACTION AS BEING INDISCREET AND IMPROPER.  (P. K05),,,Internal Organization,,Miscellaneous Policy,5.515920140827057,-1.409686459147364,0.42,0.907,0.412,-0.432,0.881,0.949,-13.104864
