date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-15 03:28:24,RH0180001,18,House,1,1823-12-26,,79,85,"TO PASS H. R. 10, A BILL SETTLING THE LAND CLAIM OF JACOB SCHAEFER, AND HONORABLY DISCHARGED ARMY VETERAN.",,,Budget Special Interest,,Government Management,0.7053272261535901,0.06576317987249691,0.739,0.587,0.02,-0.164,0.154,0.595,-106.76476
2017-01-15 03:28:24,RH0180002,18,House,2,1824-01-07,,116,85,TO ADOPT THE REPORT OF THE COMMITTEE ON ELECTIONS GIVING PARMINIO ADAMS OF N. Y. A SEAT IN THE HOUSE.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,-35.85883617764852,-11.71323921507104,-0.31,-0.597,-0.031,-0.005,0.082,0.612,-132.754679
2017-01-15 03:28:24,RH0180003,18,House,3,1824-01-14,,113,82,"TO ORDER ENGROSSMENT AND THIRD READING OF H. R. 5 (APP. 6/30/1824), A BILL TO OBTAIN SURVEYS, PLANS AND ESTIMATES OF ROADS AND CANALS.",Public Works,,Budget Special Interest,,Government Management,-0.2640197776643396,0.008383594623106408,0.384,-0.093,-0.032,-0.701,0.634,0.846,-72.190332
2017-01-15 03:28:24,RH0180004,18,House,4,1824-02-10,,85,116,TO RECOMMIT H. R. 5 TO THE COMMITTEE ON ROADS AND CANALS WITH INSTRUCTIONS TO DESIGNATE THE ROADS AND CANALS MOST NECESSARY FOR THE PUBLIC GOOD.,Public Works,,Budget Special Interest,,Government Management,-0.5082322719208647,0.04821058604913725,0.39,-0.15,0.05,0.569,0.588,0.826,-83.857785
2017-01-15 03:28:24,RH0180005,18,House,5,1824-02-10,,86,113,TO POSTPONE CONSIDERATION OF H. R. 5.,Public Works,,Budget Special Interest,,Government Management,-0.4270456335555926,0.04987165624779129,0.365,-0.106,0.046,0.623,0.616,0.834,-78.989383
2017-01-15 03:28:24,RH0180006,18,House,6,1824-02-10,,116,86,TO ORDER ENGROSSMENT AND THIRD READING OF H. R. 5.,Public Works,,Budget Special Interest,,Government Management,-0.4024245630125499,0.05445829530644267,0.354,-0.088,-0.043,-0.618,0.605,0.832,-80.823855
2017-01-15 03:28:24,RH0180007,18,House,7,1824-02-20,,85,84,"TO AMEND H. R. 78 (APP. 3/10/1824), A BILL MAKING MILITARY APPROPRIATIONS FOR 1824, BY REQUIRING THE CONSENT OF N. Y. STATE FOR THE PURCHASE OF GRIDLEY'S FARM AT WEST POINT.",,,Defense Policy Budget,,Foreign and Defense Policy,-0.6858855141506386,0.19071171728774045,-0.015,0.201,0.037,0.312,0.488,0.746,-92.792012
2017-01-15 03:28:24,RH0180008,18,House,8,1824-02-20,,57,123,"TO AMEND H. R. 78 (APP. 3/10/1824), A BILL MAKING MILITARY APPROPRIATIONS, BY ELIMINATING THE $10,000 APPROPRIATION FOR THE PURCHASE OF GRIDLEY'S FARM.",,,Defense Policy Budget,,Foreign and Defense Policy,-7.229604068074299,-2.04234972752094,-0.228,-0.394,0.075,0.06,0.175,0.739,-95.595511
2017-01-15 03:28:24,RH0180009,18,House,9,1824-02-23,,86,94,"TO TABLE THE RESOLUTION PROPOSING CERTAIN INQUIRIES BY THE COMMITTEE OF WAYS AND MEANS, RESPECTING THE OPERATION OF THE PROPOSED TARIFF.",Tariffs,,Regulation General Interest,,Government Management,-3.119057755083483,0.6099533134676804,0.092,0.323,-0.151,-0.28,0.709,0.861,-68.17753
2017-01-15 03:28:24,RH0180010,18,House,10,1824-02-24,,96,92,TO TABLE THE RESOLUTION WITH PROPOSED AMENDMENTS REQUIRING THE SECRETARY OF THE TREASURY TO INVESTIGATE AND REPORT THE OPERATION OF THE PROPOSED TARIFF.,Tariffs,,Regulation General Interest,,Government Management,-3.069801111982318,0.5526669204077249,0.468,-0.884,-0.069,-0.13,0.304,0.66,-116.746302
