id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RS0400001,40,Senate,1,1867-03-08,,36,2,TO PASS S.J.R. 3 (15 STAT 20) TO SHOW GRATITUDE TO GOVERNOR PEABODY FOR CHARITABLE DONATIONS TO DISTRESSED SOUTH AND SOUTH WESTERN STATES FOR EDUCATIONAL PURPOSES. (P. 28-3),,,Government Organization,,Miscellaneous Policy,-3.2353170695443607,3.1524345329880057,0.992,-0.057,0.146,0.261
RS0400002,40,Senate,2,1867-03-08,,22,21,"TO REFER TO THE COMMITTEE ON PUBLIC BUILDINGS AND GROUNDS S.J.R. 7, A BILL TO DECLARE IT UNLAWFUL FOR ANY PERSON TO BRING SPIRITUOUS OR MALT LIQUORS, WINE, OR CIDER FOR SALE OR FOR ANY OTHER PURPOSE INTO THE CAPITOL BUILDING. (P. 30-7)",Temperance and Liquor,,Internal Organization,,Miscellaneous Policy,2.536703181780456,-0.5948110068240293,-0.155,-0.988,0.025,-0.057
RS0400003,40,Senate,3,1867-03-11,,36,10,TO TABLE S. 7 PROVIDING FOR THE RECONSTRUCTION AND REHABILI- TATION OF THE SOUTHERN STATES.  (P. 49-3),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-1.3132874758246245,0.697269767649355,-0.213,0.977,0.151,0.665
RS0400004,40,Senate,4,1867-03-12,,8,33,"TO CONSENT TO THE APPOINTMENT OF JOHN QUINCY ADAMS, NAVAL OFFICER FOR THE DISTRICT OF BOSTON AND CHARLESTOWN.",,,Defense Policy Resolutions,,Foreign and Defense Policy,-6.106493482615315,0.14205194602230187,0.085,-0.377,0.681,0.645
RS0400005,40,Senate,5,1867-03-12,,17,30,TO CONSENT TO THE APPOINTMENT OF EDGAR COWAN OF PENNSYLVANIA TO BE ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY OF THE UNITED STATES TO AUSTRIA.,,,Foreign Policy Resolutions,,Foreign and Defense Policy,57.836832544594394,-6.952193752093223,0.103,-0.995,0.22,-0.022
RS0400006,40,Senate,6,1867-03-14,,24,21,"TO CONSENT TO THE APPOINTMENT OF PARAN STEVENS, COMMISSIONER FOR THE UNITED STATES TO THE UNIVERSAL EXPOSITION AT PARIS.",,,Foreign Policy Resolutions,,Foreign and Defense Policy,-2.5169732681443855,0.658759528604941,-0.132,0.991,0.047,0.108
RS0400007,40,Senate,7,1867-03-14,,17,27,"TO AMEND THE AMENDMENT TO BILL H.R. 33 (15 STAT L 2), AN ACT TO PROVIDE FOR THE MORE EFFICIENT GOVERNMENT OF THE REBEL STATES AND TO FACILITATE RESTORATION, SO AS TO PROVIDE PROTECTION FROM A FEW MEN CONTROLLING FORMATION OF A STATE GOVERNMENT WHOSE LOYALTY WAS AND IS QUESTIONABLE.  (P. 94-3)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,5.413527526174035,-1.7164126885073208,0.134,-0.991,-0.117,0.125
RS0400008,40,Senate,8,1867-03-14,,22,21,"TO GO INTO EXECUTIVE SESSION, MOTION MADE DURING CONSIDERA- TION OF H.R. 33.  (P. 105-2)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,0.6235197560569656,-0.188637823913075,-0.262,-0.352,0.029,-0.269
RS0400009,40,Senate,9,1867-03-15,,14,32,"TO AMEND THE AMENDMENT OF THE COMMITTEE ON THE JUDICIARY TO BILL H.R. 33, SO AS TO PROVIDE THAT NO CONVENTION SHOULD BE HELD IN THE REBEL STATES FOR THE PURPOSE OF FRAMING A CONSTITUTION UNTIL COMMANDING GENERAL IN EACH DISTRICT SHALL FIRST HAVE MADE A REGISTRATION OF QUALIFIED VOTERS. (P. 109-2)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-1.9378320182467195,-0.48112749500674024,-0.384,0.263,0.065,0.194
RS0400010,40,Senate,10,1867-03-15,,23,22,"TO GO INTO EXECUTIVE SESSION, MOTION MADE DURING CONSIDERA- TION OF THE BILL H.R. 33.  (P. 118-2)",,,Internal Organization,,Miscellaneous Policy,0.8658208464759639,-0.17522876511447782,0.833,0.546,-0.025,0.167
RS0400011,40,Senate,11,1867-03-16,,18,19,TO AMEND THE AMENDMENT OF THE COMMITTEE ON JUDICIARY TO BILL H.R. 33.  THE AMENDED AMENDMENT PROVIDES FOR SWEARING TO AN OATH OF LOYALTY TO THE UNITED STATES BY PERSONS DESIRING TO VOTE IN THE REBEL STATES.  (P. 137-3),Voting Rights,,Domestic Social Policy,,Civil Liberties,-4.277515740277292,0.8326745277916812,-0.03,0.961,-0.284,-0.384
RS0400012,40,Senate,12,1867-03-16,,19,25,TO AMEND AMENDMENT OF THE COMMITTEE ON THE JUDICIARY TO H.R. 33.  THE AMENDED AMENDMENT PROVIDES FOR RATIFICATION OF THE NEW CONSTITUTION OF REBEL STATES BY A MAJORITY OF THE VOTES OF ALL THE ELECTORS QUALIFIED AND REGISTERED AS HEREIN SPECIFIED.  (P. 142-2),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,2.9117853625899244,-0.959235004923741,-0.014,-1.0,-0.073,0.145
RS0400013,40,Senate,13,1867-03-16,,12,33,"TO ADJOURN, MOTION MADE DURING DEBATE ON THE BILL H.R. 33. (P. 147-1)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,1.9626312545162663,0.6955429281975165,-0.708,-0.694,0.113,-0.333
RS0400014,40,Senate,14,1867-03-16,,22,21,"TO AMEND THE AMENDMENT OF THE COMMITTEE ON THE JUDICIARY TO BILL H.R. 33.  THE AMENDED AMMENDMENT PROVIDES THAT IF, ACCORDING TO SAID RETURNS, THE CONSTITUTIONS OF THE REBEL STATES SHALL BE RATIFIED BY A MAJORITY OF THE VOTES OF THE QUALIFIED ELECTORS, THE PRESIDENT OF THE CONVENTION SHALL TRANSMIT A COPY OF THE SAME, DULY CERTIFIED.  (P. 147-2)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,22.55636469239181,-6.370647537790344,0.251,-0.709,0.078,-0.02
RS0400015,40,Senate,15,1867-03-16,,19,21,"TO AMEND THE AMENDMENT OF THE COMMITTEE ON THE JUDICIARY TO H.R. 33.  THE AMENDED AMENDMENT ADDS THE FOLLOWING-- ""AT LEAST THREE FIFTHS OF ALL THE REGISTERED VOTERS VOTING UPON THE QUESTION OF SUCH RATIFICATION.""  (P. 149-1)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,2.654451642904892,-0.8448542110993618,0.585,0.708,-0.123,0.268
RS0400016,40,Senate,16,1867-03-16,,24,14,"TO AMEND AN AMENDMENT OF THE JUDICIARY COMMITTEE TO H.R. 33, SO AS TO PROVIDE THAT ONE-HALF INSTEAD OF THREE-FIFTHS OF VOTERS VOTING UPON THE QUESTION ARE REQUIRED FOR RATIFICA- TION OF NEW STATE CONSTITUTIONS.  (P. 150-3)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,2.3394673838262903,0.270536056538897,0.293,0.956,-0.036,0.089
RS0400017,40,Senate,17,1867-03-16,,25,13,"TO AMEND THE AMENDMENT FROM THE JUDICIARY COMMITTEE TO H.R. 33, SO AS TO REQUIRE POSTING OF LIST OF QUALIFIED VOTERS, AND  KEEPING OPEN OF BOOKS OF REGISTRY IN EACH TOWNSHIP OR PRECINCT FOR 30 DAYS BEFORE ELECTION. (P. 151-3)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-1.714530609029478,0.018769387031632556,0.225,-0.367,-0.075,-0.253
RS0400018,40,Senate,18,1867-03-16,,22,19,TO RECONSIDER THE VOTE BY WHICH AN AMENDMENT TO THE AMENDMENT OF THE JUDICIARY COMMITTEE WAS ADOPTED.  THE AMENDMENT WAS PROPOSED BY MR. DRAKE.  (P. 158-3),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,4.8799827459501515,-0.9512001725404985,-0.01,-1.0,-0.108,0.128
RS0400019,40,Senate,19,1867-03-16,,18,23,"TO AMEND THE AMENDMENT TO H.R. 33 WHICH AMENDED AMENDMENT AUTHORIZES THAT IF A MAJORITY OF THE REGISTERED VOTERS AS AFORESAID, SHALL VOTE IN FAVOR OF SUCH A CONVENTION, THE SAME SHALL BE HELD, OTHERWISE SUCH CONVENTION SHALL NOT ASSEMBLE.  (P. 159-2)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,3.945648321898177,-1.2843147435934759,0.123,-0.799,-0.161,0.236
RS0400020,40,Senate,20,1867-03-16,,21,18,"TO AMEND THE AMENDMENT MADE IN THE COMMITTEE OF THE WHOLE TO H.R. 33 BY INSERTING AT END OF SECTION 3 THE FOLLOWING PROVISO-- ""PROVIDED THAT SUCH CONVENTION SHALL NOT BE HELD UNLESS A MAJORITY OF ALL SUCH REGISTERED VOTERS SHALL HAVE VOTED ON THE QUESTION OF HOLDING SUCH CONVENTION."" (P. 161-3)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,3.2056849046034874,-0.8757220409661925,0.514,0.772,-0.143,0.258
RS0400021,40,Senate,21,1867-03-16,,26,15,"TO AMEND AN AMENDMENT TO  H.R. 33, SO AS TO PROVIDE FOR AN OATH DENYING PARTICIPATION IN THE WAR AGAINST THE UNITED STATES TO BE GIVEN TO THOSE DESIRING TO VOTE.  (P. 163-3)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-2.8534882899985563,0.2116790914403811,-0.264,0.965,-0.186,-0.377
RS0400022,40,Senate,22,1867-03-16,,22,19,"TO AMEND H.R.  33 BY INSERTING AT THE END OF SECTION 4 THE FOLLOWING PROVISO-- ""ELECTORS FOR STATE REPRESENTATIVES SHALL VOTE BY BALLOT ELSE THEY SHALL NOT BE ENTITLED TO REPRESENTATION IN CONGRESS.  (P. 164-1)",Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-3.07642726301034,0.5203830560224283,-0.152,0.988,-0.125,-0.235
RS0400023,40,Senate,23,1867-03-16,,17,22,TO AMEND AN AMENDMENT TO H.R. 33 SO AS TO PROVIDE THAT NO CONSTITUTION SHALL ENTITLE A STATE TO REPRESENTATION UNLESS IT PROVIDE THAT ALL ELECTIONS SHALL BE BY BALLOT. (P. 165-1),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-3.8113673059341004,1.1231029515978086,0.185,0.418,-0.143,-0.217
RS0400024,40,Senate,24,1867-03-16,,20,20,TO AMEND AN AMENDMENT TO H.R. 33 SO AS TO AUTHORIZE THAT EACH STATE SHALL PROVIDE IN ITS OWN WAY FOR A SYSTEM OF COMMON SCHOOLS WITHIN ITS OWN BORDERS WITHOUT RACIAL DISCRIMINATION.  (P. 169-1),Civil Rights/Desegregation/Busing/Affirmative Action,,Domestic Social Policy,,Social Welfare,-2.4151644359281175,0.4911367839425202,-0.202,0.979,-0.152,-0.364
RS0400025,40,Senate,25,1867-03-16,,38,2,TO PASS H.R. 33.  (P. 170-3),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-10.096205182348147,-2.5470133474105183,-0.26,0.078,-0.7,-0.401
RS0400026,40,Senate,26,1867-03-18,,39,5,"TO PASS S.J.RES. 19 (15 STAT L 28, APP 3-30, 1867), A BILL DIRECTING THE SECRETARY OF WAR TO FURNISH CERTAIN ARMS AND AND EQUIPMENT TO THE STATE OF TENNESSEE.  (P. 180-3)",,,Defense Policy Resolutions,,Foreign and Defense Policy,-4.174574527496971,-0.4817305311425394,0.013,-0.536,-0.275,-0.381
RS0400027,40,Senate,27,1867-03-18,,21,25,TO CONCUR TO AN AMENDMENT OF THE HOUSE TO H.R. 33.  THE AMENDMENT REQUIRES A MAJORITY OF ALL THE REGISTERED VOTERS TO ADOPT THE CONSTITUTION WHEN IT IS SUBMITTED TO THEM FOR RATIFICATION.  (P. 182-3),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,8.430453557347656,-1.996223973324371,0.119,-0.993,-0.086,0.059
RS0400028,40,Senate,28,1867-03-20,,12,30,"TO CONSENT TO THE APPOINTMENT OF EDWARD HAMMOND AS SURVEYOR OF CUSTOMS, DISTRICT BALTIMORE MARYLAND.",,,Government Organization,,Government Management,-4.376841381753089,0.2856252139592101,0.068,-0.012,0.644,0.851
RS0400029,40,Senate,29,1867-03-21,,32,7,TO PASS A JOINT RESOLUTION SUSPENDING ALL PROCEEDINGS IN RELATION TO PAYMENT FOR SLAVES DRAFTED OR RECEIVED AS VOLUNTEERS IN THE MILITARY SERVICE OF THE U. S.  (P. 250-1),Civil Rights/Desegregation/Busing/Affirmative Action,,Defense Policy Budget,,Foreign and Defense Policy,-5.518597771963382,-0.39454723394384494,0.105,-0.974,-0.229,-0.24
RS0400030,40,Senate,30,1867-03-22,,26,11,"TO RECOMMIT S.J.RES. 32, REFUNDING TO THE STATE OF INDIANA THE EXPENSES INCURRED FROM QUARTER MASTER AND COMMISSARY STORES AND FOR TRANSPORTATION FURNISHED TO MILITIA OF SAID STATE WHILE ENGAGED IN REPELLING REBEL RAIDS DURING LATE REBELLION, TO THE COMMITTEE ON MILITARY AFFAIRS, WITH INSTRUCTIONS FOR A MORE THOROUGH INVESTIGATION AND PREPARA- TION.  (P. 270-2)",,,Defense Policy Budget,,Foreign and Defense Policy,-0.7229604068074299,0.5034916309337484,0.666,0.022,0.056,0.448
RS0400031,40,Senate,31,1867-03-22,,29,9,"TO CONCUR IN A HOUSE AMENDMENT TO S.J. RES. 16, A BILL MAKING PROVISIONS FOR THE RELIEF OF THE DESTITUTE IN THE SOUTHERN AND SOUTH WESTERN STATES.  THE AMENDMENT AUTHORIZES THE SECRETARY OF WAR TO SUPPLY FREEDMEN AND REFUGEES WITH PROVISIONS THROUGH FREEDMEN'S BUREAU TO THE EXTENT OF APPROPRIATIONS ALREADY MADE TO THE BUREAU.  (P. 274-2)",Humanitarian Assistance (foreign),,Budget Special Interest,,Social Welfare,21.746649036767487,2.561851235375331,-0.119,-0.026,-0.094,0.025
RS0400032,40,Senate,32,1867-03-23,,40,7,TO OVERRIDE VETO OF H.R. 33.  7P. 302-1),Nullification/Secession/Reconstruction,,Government Organization,,Government Management,-5.922769825708964,-0.19606525337694064,-0.038,0.029,-0.511,-0.499
RS0400033,40,Senate,33,1867-03-23,,19,28,"TO AMEND THE RESOLUTION PROVIDING THAT CONGRESS ADJOURN ON MARCH 26TH UNTIL THE FIRST MONDAY IN DECEMBER, BY SUBSTITUT- ING THAT BOTH HOUSES ADJOURN UNTIL TUESDAY THE 15 OF OCT.",,,Internal Organization,,Miscellaneous Policy,-1.436039805776945,0.441130227201177,-0.346,0.938,-0.109,-0.439
RS0400034,40,Senate,34,1867-03-23,,18,27,TO AMEND THE RESOLUTION PROVIDING THAT CONGRESS ADJOURN ON MARCH 26 UNTIL THE FIRST MONDAY IN DECEMBER BY CHANGING THE DATE OF RECONVENING TO FIRST MONDAY IN NOVEMBER.  (P. 303-2),,,Internal Organization,,Miscellaneous Policy,-1.6778603297919878,0.545179196892419,-0.252,0.968,-0.085,-0.293
RS0400035,40,Senate,35,1867-03-23,,14,31,TO AMEND THE RESOLUTION PROVIDING THAT CONGRESS ADJOURN ON MARCH 26 UNTIL THE FIRST MONDAY IN DECEMBER BY SUBSTITUTING TO ADJOURN UNTIL THE FIRST MONDAY IN JUNE.  (P. 303-3),,,Internal Organization,,Miscellaneous Policy,-1.1000471067408268,0.49198162837107756,-0.39,0.921,-0.163,-0.857
RS0400036,40,Senate,36,1867-03-23,,29,17,"TO AMEND THE RESOLUTION PROVIDING THAT CONGRESS ADJOURN ON MARCH 26, UNTIL THE FIRST MONDAY IN DECEMBER, BY SUBSTITUT- ING THAT THE RESPECTIVE HOUSES ADJOURN ON TUESDAY MARCH 26TH AT 12 O'CLOCK MERIDIAN, UNTIL THE FIRST MONDAY IN DECEMBER 1867 AT 12 MERIDIAN.  (P. 303-2)",,,Internal Organization,,Miscellaneous Policy,-1.3910124282877132,0.45910071224073895,-0.345,0.939,0.247,1.027
RS0400037,40,Senate,37,1867-03-25,,26,16,"TO PASS THE AMENDMENT TO THE BILL H.R. 28 (15 STAT L 10), PROVIDING FOR THE INCREASE OF FORCE IN THE PATENT OFFICE. THE AMENDMENT CALLS FOR THE ELIMINATING OF THE POST OF SOLICITOR TO THE PATENT OFFICE.  (P. 326-7)",Science and Technology,,Budget Special Interest,,Government Management,-0.7470590870343442,0.32200017918335405,0.68,-0.186,0.062,0.48
RS0400038,40,Senate,38,1867-03-25,,18,18,"TO AMEND H.J.RES. 28 (15 STAT L 10), PROVIDING FOR THE INCREASE OF FORCE IN THE PATENT OFFICE.  THE AMENDMENT PROVIDES THAT THE APPOINTMENTS TO PATENT OFFICE WILL BE MADE BY SECRETARY OF THE INTERIOR RATHER THAN BY THE COMMISSIONER OF PATENTS.  (P. 327-1)",Science and Technology,,Government Organization,,Government Management,-1.334696135644486,-0.6149790047324336,0.26,-0.962,0.003,0.013
RS0400039,40,Senate,39,1867-03-26,,18,20,"TO REFER TO THE COMMITTEE ON THE JUDICIARY S. 106, FIXING THE TIME AT WHICH THE BANKRUPT LAW SHALL GO INTO EFFECT. (P. 350-1)",,,Domestic Social Policy,,Civil Liberties,2.152068187705838,-0.6957336175752056,0.669,0.744,-0.064,0.172
RS0400040,40,Senate,40,1867-03-26,,17,25,"TO AMEND THE AMMENDMENT OF THE JUDICIARY COMMITTEE TO THE RESOLUTION TO ADJOURN ON MARCH 26TH UNTIL THE FIRST MONDAY IN DECEMBER.  THE AMENDMENT PROVIDES FOR ADJOURNMENT UNTIL THE FIRST MONDAY IN JUNE, AND ON THAT DAY UNLESS OTHERWISE ORDERED, TO FURTHER ADJOURN TO FIRST MONDAYIN DECEMBER. (P. 355-2)",,,Internal Organization,,Miscellaneous Policy,-3.6326359719659855,0.9408937210475644,0.248,0.04,-0.331,-0.527
