date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-18 10:30:10,RS0790001,79,Senate,1,1945-01-06,,33,53,S RES 4.  RESOLUTION TO ELECT MC KELLER PRES. PRO TEMPORE. WHITE AMEND. TO STRIKE MC KELLER AND INSERT VANDENBERG.,Election of House Officers,,Internal Organization,,Miscellaneous Policy,4.554081302723968,-0.04763570735720332,0.021,0.048,-0.4,0.508,0.848,0.941,-8.27585,
2016-10-18 10:30:10,RS0790002,79,Senate,2,1945-02-01,CQ,42,47,BAILEY MOTION THAT THE SENATE PROCEED TO THE CONSIDERATION OF EXECUTIVE BUSINESS.,,,Internal Organization,,Miscellaneous Policy,-24.712101178144874,0.9793477435913602,0.037,0.065,-0.141,-0.033,0.405,0.719,-40.345457,
2016-10-18 10:30:10,RS0790003,79,Senate,3,1945-02-01,,86,2,S 375.  PROVIDE FOR THE EFFECTIVE ADMINISTRATION OF CERTAIN LEADING AGENCIES OF THE FED. GOV'T.  BARKLEY MOTION TO PRO- CEED TO CONSIDERATION OF.,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0,-20.5,0.511,0.0,
2016-10-18 10:30:10,RS0790004,79,Senate,4,1945-02-01,,81,13,S 375.  PASSAGE.,,,Budget Special Interest,,Government Management,-13.186797820167524,-5.740366603816559,-0.457,0.286,-0.171,-0.075,0.154,0.882,-26.05631,
2016-10-18 10:30:10,RS0790005,79,Senate,5,1945-02-05,,28,44,S RES 17.  RESOLUTION FOR CONTINUING THE AUTHORITY FOR AN INVESTIGATION OF THE ALCHOLIC BEVERAGE INDUSTRY.  MOTION TO DISCHARGE THE COMMITTEE TO AUDIT AND CONTROL THE CONTINGENT EXPRESS OF THE SENATE FROM FURTHER CONSIDERATION OF THE RESOLUTION.,Temperance and Liquor,,Budget Special Interest,Regulation Special Interest,Government Management,3.4956327362117494,-0.7568013412013892,-0.069,-0.998,-0.055,0.091,0.179,0.681,-44.927316,
2016-10-18 10:30:10,RS0790006,79,Senate,6,1945-02-18,,28,56,NOMINATION OF GEORGE ALLEN TO BE A MEMBER OF THE BOARD OF DIRECTORS OF THE RECONSTRUCTION FINANCE CORP.  LANGER MOTION TO RECOMMIT.,Banking and Finance,,Government Organization,,Government Management,6.4681428112002015,-0.6578752833712103,0.051,-0.328,-0.189,0.169,0.786,0.929,-22.613434,
2016-10-18 10:30:10,RS0790007,79,Senate,7,1945-02-28,,75,8,S 340.  EXPRESS THE INTENT OF THE CONGRESS WITH REFERENCE TO THE REGULATION OF THE BUSINESS OF INSURANCE.  ADOPTION OF CONFERENCE REPORT.,Banking and Finance,,Regulation Special Interest,,Government Management,6.050622481588336,2.658400036125578,-0.482,-0.258,-0.34,0.325,0.375,0.94,-14.743971,
2016-10-18 10:30:10,RS0790008,79,Senate,8,1945-03-01,,61,33,NOMINATION OF HENRY WALLACE TO BE SECRETARY OF COMMERCE.,,,Government Organization,,Government Management,-192.51402832700705,26.92096396578099,0.14,-0.031,0.233,0.007,0.697,0.892,-25.851793,
2016-10-18 10:30:10,RS0790009,79,Senate,9,1945-03-06,,46,36,HR 1752.  AMEND THE SELECTIVE TRAINING AND SERVICE ACT. BUSHFIELD AMEND. TO ELIMINATE PENALTY CLAUSE.,Selective Service (The Draft),,Defense Policy Budget,,Foreign and Defense Policy,-2.6957845677565184,-0.21426767473144426,0.277,-0.961,-0.055,-0.118,0.083,0.598,-52.47578,
2016-10-18 10:30:10,RS0790010,79,Senate,10,1945-03-07,,23,61,"HR 1752.  BAILEY AMEND. REQUIRING REGISTRATION OF PERSONS W/IN DRAFT AGES NOT PERFORMING SUBSTANTIAL WORK IN ACTIVITY, PROFESSION, OCCUPATION, OR INDUSTRY ESSENTIAL TO WAR EFFORT.",Selective Service (The Draft),,Defense Policy Budget,,Foreign and Defense Policy,-7.229604068074299,4.35472284765201,0.7,-0.706,-0.07,-0.056,-0.043,0.714,-51.220507,
2016-10-18 10:30:10,RS0790011,79,Senate,11,1945-03-07,,28,55,HR 1752.  RIVERCOMB SUBSTITUTE AMEND. FOR COMMITTEE SUBSTI- TUTE FOR BILL.,Selective Service (The Draft),,Defense Policy Budget,,Foreign and Defense Policy,7.290699313719998,-1.2715467853912397,0.167,-0.054,-0.179,0.142,0.75,0.916,-26.519088,
2016-10-18 10:30:10,RS0790012,79,Senate,12,1945-03-07,,43,36,HR 1752.  BALL AMEND. PROVIDING FOR VIOLATION OF REGULATIONS OR ORDER OF WAR MANPOWER COMM.,Selective Service (The Draft),,Defense Policy Budget,,Foreign and Defense Policy,7.484766564594569,1.050402205875939,-0.269,-0.963,-0.066,0.051,0.278,0.671,-48.949711,
2016-10-18 10:30:10,RS0790013,79,Senate,13,1945-03-08,,70,16,HR 1752.  PASSAGE.,Selective Service (The Draft),,Defense Policy Budget,,Foreign and Defense Policy,-9.088645114150546,4.339507853148906,0.378,0.904,0.11,0.07,0.125,0.837,-37.411089,
2016-10-18 10:30:10,RS0790014,79,Senate,14,1945-03-13,,38,42,HR 1984.  APPROPRIATIONS FOR THE EXECUTIVE OFFICE AND INDE- PENDENT OFFICES.  LA FOLLETTE AMEND. TO INCREASE APPROPRIA- TION FOR PUBLIC WORKS ADVANCE PLANNING.,Public Works,,Budget Special Interest,,Government Management,6.281204394627994,0.6303458022417403,0.045,0.913,0.202,-0.186,0.658,0.838,-27.921465,
2016-10-18 10:30:10,RS0790015,79,Senate,15,1945-03-13,,28,43,HR 1984.  MC KELLAR MOTION TO SUSPEND PARAGRAPH 4 OF RULE XVI.,,,Budget Special Interest,,Government Management,-6.747630463536012,1.550305698009953,0.082,0.997,-0.063,-0.054,0.179,0.676,-44.494348,
2016-10-18 10:30:10,RS0790016,79,Senate,16,1945-03-16,,55,38,NOMINATION OF AUBREY WILLIAMS TO BE ADMINISTRATOR OF THE REA.  BANKHEAD MOTION TO PROCEED TO THE CONSIDERATION OF.,Energy,,Government Organization,,Government Management,-228.45548855114785,-25.017648252075116,-0.109,-0.116,-0.158,-0.004,0.474,0.785,-39.326705,
2016-10-18 10:30:10,RS0790017,79,Senate,17,1945-03-23,,39,54,NOMINATION OF AUBREY WILLIAMS TO BE ADMINISTRATOR OF THE REA.,Energy,,Government Organization,,Government Management,65.4279168160724,6.516359182503674,-0.106,-0.419,0.181,-0.016,0.513,0.796,-36.128058,
2016-10-18 10:30:10,RS0790018,79,Senate,18,1945-04-03,,17,66,"NOMINATION OF JAMES VARDAMAN, JR. TO BE A MEMBER OF THE BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM.  MORSE MOTION THAT THE VOTE ON THE NOMINATION BE DELAYED UNTIL APRIL 9.",National Bank,,Government Organization,,Government Management,2.6885090128151297,-0.9489183287565125,-0.019,-1.0,-0.119,0.256,0.118,0.819,-30.278093,
2016-10-18 10:30:10,RS0790019,79,Senate,19,1945-04-03,,75,12,"AGREEING TO NOMINATION OF JAMES VARDAMAN, JR.",National Bank,,Government Organization,,Government Management,2.9195589591201005,-1.4013078593367685,0.481,0.003,0.158,-0.313,-0.083,0.851,-25.961295,
2016-10-18 10:30:10,RS0790020,79,Senate,20,1945-04-03,CQ,34,57,HR 1984.  ADOPTION OF CONFERENCE REPORT.,,,Budget Special Interest,,Government Management,0.6572367334613,-1.1792354522206066,0.682,-0.731,-0.01,0.088,0.0,0.626,-59.622079,
