date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-18 10:30:10,RH1120001,112,House,1,2011-01-05,,241,191,JOHN BOEHNER ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,10.146812727121823,-0.2761577672612585,0.076,0.495,-0.7,0.399,1.0,1.0,-0.373172,Boehner
2016-10-18 10:30:10,RH1120002,112,House,2,2011-01-05,,223,188,Adopting rules for the One Hundred Twelfth Congress,,,Internal Organization,,Miscellaneous Policy,9.690085070717245,-0.2943762101623589,0.073,0.413,-0.702,0.419,1.0,1.0,-0.333059,Passed
2016-10-18 10:30:10,RH1120003,112,House,3,2011-01-05,,236,188,Adopting rules for the One Hundred Twelfth Congress,,,Internal Organization,,Miscellaneous Policy,9.612126070650085,-0.280806463863957,0.083,0.517,-0.703,0.423,1.0,1.0,-0.368217,Passed
2016-10-18 10:30:10,RH1120004,112,House,4,2011-01-05,,191,238,Adopting rules for the One Hundred Twelfth Congress,,,Internal Organization,,Miscellaneous Policy,9.603096724385482,-0.27943844777768206,0.077,0.46,0.704,-0.424,1.0,1.0,-0.355101,Failed
2016-10-18 10:30:10,RH1120005,112,House,5,2011-01-05,,238,191,Adopting rules for the One Hundred Twelfth Congress,,,Internal Organization,,Miscellaneous Policy,10.22368252050911,-0.3188551735869828,0.053,0.223,-0.7,0.396,1.0,1.0,-0.319102,Passed
2016-10-18 10:30:10,RH1120006,112,House,6,2011-01-06,,408,13,"Reducing the amount authorized for salaries and expenses of Member, committee, and leadership offices in 2011 and 2012.",,,Internal Organization,Budget Special Interest,Government Management,-3.3149039552158284,-2.411675559621044,-0.723,-0.015,-0.905,-1.579,0.231,0.976,-28.878279,Passed
2016-10-18 10:30:10,RH1120007,112,House,7,2011-01-07,,236,182,"Providing for consideration of H.R. 2, to repeal the job-killing health care law and health care-related provisions in the Health Care and Education Reconciliation Act of 2010; and providing for consideration of H.Res. 9, instructing certain committees t report legislation replacing the job-killing health care law",Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,-7.794459114888328,0.11576675468932998,0.006,0.069,-0.721,-0.535,0.995,0.998,-4.862324,Passed
2016-10-18 10:30:10,RH1120008,112,House,8,2011-01-07,,236,181,"Providing for consideration of H.R. 2, to repeal the job-killing health care law and health care-related provisions in the Health Care and Education Reconciliation Act of 2010; and providing for consideration of H.Res. 9, instructing certain committees t report legislation replacing the job-killing health care law",Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,-7.781302606361343,-0.2186594589880419,-0.061,0.256,-0.744,-0.553,0.983,0.993,-9.004487,Passed
2016-10-18 10:30:10,RH1120009,112,House,9,2011-01-07,,257,159,Relating to the status of certain actions taken by Members-elect,,,Internal Organization,,Miscellaneous Policy,-6.677779216501478,-1.2175225056507912,-0.197,0.098,-0.239,-0.207,0.868,0.95,-59.520918,Passed
2016-10-18 10:30:10,RH1120010,112,House,10,2011-01-18,,399,0,Stop the OverPrinting (STOP) Act,,,Internal Organization,Budget Special Interest,Government Management,,,0.0,0.0,0.0,0.0,-16500000.0,0.586,0.0,Passed
2016-10-18 10:30:10,RH1120011,112,House,11,2011-01-19,,185,245,Repealing the Job-Killing Health Care Law Act,Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,156.28518011506702,9.979536707479356,-0.065,-0.179,1.243,-0.046,0.973,0.988,-17.91607,Failed
2016-10-18 10:30:10,RH1120012,112,House,12,2011-01-19,CQ,245,190,Repealing the Job-Killing Health Care Law Act,Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,-6.983699167799663,0.01895109750339899,0.003,-0.002,-0.71,-0.588,0.989,0.995,-6.422773,Passed
2016-10-18 10:30:10,RH1120013,112,House,13,2011-01-20,,428,1,CHANGE FORMULA MEDICARE PHYSICUAB PAYMENT RATES,Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,,,0.0,0.0,0.0,0.0,-186.998,0.562,0.0,Agreed to
2016-10-18 10:30:10,RH1120014,112,House,14,2011-01-20,,253,175,Instructing certain committees to report legislation replacing the job-killing health care law,Public Health,,Domestic Social Policy,Budget General Interest,Social Welfare,-4.124270777089365,-0.3803378096315576,-0.051,-0.17,-0.425,-0.596,0.954,0.981,-18.933927,Passed
2016-10-18 10:30:10,RH1120015,112,House,15,2011-01-24,,238,174,Providing for consideration of the resolution (H.Res. 38) to reduce spending through a transition to non-security spending at fiscal year 2008 levels,Budget resolution ,,Budget General Interest,,Government Management,-7.87013347522705,-0.49209121191907224,-0.084,0.169,-0.728,-0.535,0.971,0.988,-8.329651,Passed
2016-10-18 10:30:10,RH1120016,112,House,16,2011-01-24,,240,168,Providing for consideration of the resolution (H.Res. 38) to reduce spending through a transition to non-security spending at fiscal year 2008 levels,Budget resolution ,,Budget General Interest,,Government Management,-15.057870087048787,-1.7678703318386353,-0.136,0.28,-0.742,-0.285,0.958,0.983,-10.966706,Passed
2016-10-18 10:30:10,RH1120017,112,House,17,2011-01-25,,184,242,To reduce spending through a transition to non-security spending at fiscal year 2008 levels,Budget resolution ,Union Regulation/Davis-Bacon/Situs Picketing,Budget General Interest,,Government Management,9.4035693982491,0.7211283846389173,-0.092,-0.144,1.156,-0.711,0.978,0.991,-15.750565,Failed
2016-10-18 10:30:10,RH1120018,112,House,18,2011-01-25,,256,165,To reduce spending through a transition to non-security spending at fiscal year 2008 levels,Budget resolution ,,Budget General Interest,,Government Management,-12.257955554227467,-2.205622933062403,-0.204,0.295,-0.71,-0.335,0.945,0.979,-19.494102,Passed
