date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RS0540001,54,Senate,1,1895-12-18,,20,35,"TO AMEND THE RESOLUTION APPOINTING A COMMITTEE TO INVESTIGATE THE ORGANIZED EFFORTS OF CORPORATIONS TO CONTROL THE ELECTION OF MEMBERS OF CONGRESS, BY CONFINING INVESTIGATIONS TO STATE OF FLORIDA.",,,Domestic Social Policy,Internal Organization,Civil Liberties,0.5943970088301271,-0.27872838885208345,-0.13,-0.356,-0.089,0.866,0.55,0.836,-15.930553,
2016-10-19 13:03:23,RS0540002,54,Senate,2,1895-12-18,,41,12,TO CONSIDER THE RESOLUTION PROVIDING THAT A SELECT COMMITTEE OF FIVE MEMBERS BE APPOINTED BY THE PRESIDENT OF THE SENATE TO INVESTIGATE THE SUBJECT OF ORGANIZED EFFORTS OF CORPORATIONS TO CONTROL THE ELECTION OF MEMBERS OF CONGRESS.,,,Domestic Social Policy,Internal Organization,Civil Liberties,0.9557781649318565,-0.7191184959359369,0.133,-0.592,0.078,-0.472,0.333,0.849,-18.882454,
2016-10-19 13:03:23,RS0540003,54,Senate,3,1895-12-18,,29,25,"TO AMEND THE RESOLUTION APPOINTING A COMMITTEE TO INVESTIGATE THE SUBJECT OF ORGANIZED EFFORTS OF CORPORATIONS TO CONTROL THE ELECTION OF MEMBERS OF CONGRESS, BY HAVING SENATE REFER THE RESOLUTION TO THE COMMITTEE ON PRIVILEGES AND ELECTIONS IN PLACE OF  SELECT COMMITTEE OF FIVE MEMBERS APPOINTED BY THE PRESIDENT OF THE SENATE.",,,Domestic Social Policy,Internal Organization,Civil Liberties,0.7711577672612584,-0.07586392249484508,0.608,0.393,-0.09,0.675,0.44,0.741,-23.500379,
2016-10-19 13:03:23,RS0540004,54,Senate,4,1895-12-20,,26,38,"TO REFER TO THE COMMITTEE ON FINANCE, FOR FURTHER ACTION, THE RESOLUTION DIRECTING THAT COMMITTEE TO INQUIRE AND REPORT ON THE EXPEDIENCY OF THE FREE AND UNLIMITED COINAGE OF GOLD AND SILVER AT THE RATE OF ONE TO SIXTEEN; TO ISSUE, AS PREVIOUSLY, TREASUR NOTES, AND TO WITHDRAW THE POWER OF NATIONAL BANKS TO ISSUE CURRENCY.",Banking and Finance,U.S. Currency,Budget Special Interest,,Government Management,0.41458260496567667,-0.2016791127674601,0.074,-0.171,-0.081,1.13,0.808,0.922,-17.110136,
2016-10-19 13:03:23,RS0540005,54,Senate,5,1895-12-24,,9,35,"TO REFER TO THE COMMITTEE ON MILITARY AFFAIRS, S. 1179 (29 STAT 84, 3/31/96), A BILL REPEALING SECTION 1218 OF THE REVISED STATUTES AS AMENDED OF CHAPTER 46 OF THE LAWS OF 1884, WHICH RELATES TO THE APPOINTMENT OF OFFICERS IN THE ARMY AND THE NAVY.",,,Defense Policy Resolutions,,Foreign and Defense Policy,-1.0102503501239195,-1.085912281161029,-0.089,-0.996,0.04,0.229,0.111,0.818,-21.406806,
2016-10-19 13:03:23,RS0540006,54,Senate,6,1895-12-30,,39,32,"TO PASS THE RESOLUTIONS NAMING THE STANDING AND SELECT COMMITTEES OF THE SENATE FOR THE 54TH CONGRESS, COMMENCING JANUARY 1, 1896.",,,Internal Organization,,Miscellaneous Policy,-16.02327812130397,-0.1395353967899913,-0.023,0.229,-0.712,-0.257,1.0,1.0,-0.432662,
2016-10-19 13:03:23,RS0540007,54,Senate,7,1896-01-03,,55,6,"TO CONSIDER THE RESOLUTION THAT HEREAFTER NO BONDS OF THE UNITED STATES SHALL BE SOLD AT PRIVATE SALE OR UNDER PRIVATE CONTRACT, AND IN CASE OF ANY SALE OF BONDS UNDER EXISTING LAWS, THE SAME MUST BE MADE ONLY AFTER DUE ADVERTISEMENT OF SUCH SALE, AND THN ONLY TO HIGHEST BIDDER.",Banking and Finance,,Budget Special Interest,,Government Management,-0.21539866320094586,-0.7271155191978911,0.538,-0.843,-0.047,-1.262,0.167,0.918,-12.357832,
2016-10-19 13:03:23,RS0540008,54,Senate,8,1896-01-03,,28,29,"TO ADJOURN, MOTION MADE DURING DEBATE ON THE RESOLUTION RESTRICTING THE SALE OF U.S. BONDS AT PRIVATE SALE OR UNDER PRIVATE CONTRACT, AND IN CASE OF ANY SALE OF BONDS UNDER EXISTING LAW THE SAME SHALL BE MADE ONLY AFTER DUE ADVERTISEMENT OF SUCH SALE ANDTHEN ONLY TO HIGHEST BIDDER.",Banking and Finance,,Budget Special Interest,,Government Management,-1.0732608101058754,0.03314282840587086,-0.039,0.075,0.18,0.97,0.786,0.895,-14.690213,
2016-10-19 13:03:23,RS0540009,54,Senate,9,1896-01-14,,25,40,"TO AMEND S. 1 (29 STAT 708, 2/8/96), A BILL GRANTING A PENSION TO THE WIDOW OF GENERAL WM. COGSWELL, BY REDUCING THE PENSION FROM $75 TO $50 PER MONTH.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,6.417231596820721,1.7714937734970846,-0.284,-0.051,0.314,-0.283,0.8,0.923,-13.352249,
2016-10-19 13:03:23,RS0540010,54,Senate,10,1896-01-20,,49,6,"TO PASS S. J. RES. 50 (1/28/1896), AUTHORIZING THE EMPLOYMENT OF A SKILLED ARCHITECT TO ASSIST THE SUPERVISING ARCHITECT OF THE TREASURY DEPARTMENT IN PREPARING THE DESIGN, PLANS, SPECIFICATIONS AND OTHER DRAWINGS FOR THE PUBLIC BUILDING AT CHICAGO, ILLIOIS.",Public Works,,Budget Special Interest,,Government Management,9.318156354406874,5.045122587734118,-0.541,0.004,-0.319,0.198,0.167,0.909,-8.817422,
