date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-18 10:29:49,RH0190001,19,House,1,1826-01-04,,144,42,"TO PASS THE RESOLUTION TO ASK THE PRESIDENT FOR A LIST OF APPOINTMENTS, GIVEN BY THE EXECUTIVE TO MEMBERS OF CONGRESS, SINCE THE FOUNDATION OF THE GOVERNMENT.",,,Government Organization,,Government Management,1.7275936993839884,-0.7743231938776174,-0.126,-0.992,0.092,-0.308,0.024,0.784,-78.210749,
2016-10-18 10:29:49,RH0190002,19,House,2,1826-01-19,,60,119,"TO AMEND H.R. 16, A BILL TO AMEND THE JUDICIAL SYSTEM OF THE U.S.; SAID AMENDMENT WOULD REDUCE THE NUMBER OF ASSOCIATE JUSTICES OF THE SUPREME COURT FROM NINE, TO EIGHT. (P. 1054)",Supreme Court,,Domestic Social Policy,,Civil Liberties,-6.381995315265589,-2.0458005430475983,-0.311,-0.061,0.064,0.058,0.167,0.719,-102.90535,
2016-10-18 10:29:49,RH0190003,19,House,3,1826-01-25,,45,152,TO POSTPONE UNTIL NEXT DECEMBER FURTHER CONSIDERATION OF H.R. 16.  (P. 1148),Judiciary,,Domestic Social Policy,,Civil Liberties,-5.783683254459439,-2.8590975371678304,-0.374,-0.696,0.087,0.087,0.178,0.811,-92.16331,
2016-10-18 10:29:49,RH0190004,19,House,4,1826-01-25,,46,144,"TO RECOMMIT H.R. 16 TO THE JUDICIARY COMMITTEE WITH INSTRUCT -IONS TO AMEND IT SO AS TO PROVIDE THAT THE U.S. DISTRICT COURTS SHALL PERFORM AS MANY OF THE PRESENT DUTIES OF THE CIRCUIT COURTS THAT ARE NECESSARY TO MAKE ONLY ONE TERM OF THE CIRCUIT COURT ECESSARY EACH YEAR; AND THAT A JUSTICE OF THE SUPREME COURT SHALL HOLD ONE TERM OF THE CIRCUIT COURT IN EACH DISTRICT, ANNUALLY.",Judiciary,,Domestic Social Policy,,Civil Liberties,-1.4648630076796834,-0.8700217813395472,0.086,-0.996,0.058,0.229,0.152,0.794,-87.38362,
2016-10-18 10:29:49,RH0190005,19,House,5,1826-01-25,,132,60,TO ORDER ENGROSSMENT AND THIRD READING OF H.R. 16.,Judiciary,,Domestic Social Policy,,Civil Liberties,-3.0276999587103104,-0.9259719851357117,-0.36,0.164,-0.078,-0.149,0.25,0.764,-98.962883,
2016-10-18 10:29:49,RH0190006,19,House,6,1826-01-27,,60,115,TO TABLE THE RESOLUTION TO CALL ON THE PRESIDENT OF THE U.S. FOR COPIES OF THE DOCUMENTS AND CORRESPONDENCE RELATING TO THE INVITATION GIVEN TO THE U.S. TO SEND MINISTERS TO THE CONGRESS AT PANAMA.  (P. 1241),,,Foreign Policy Resolutions,,Foreign and Defense Policy,8.441051236238101,1.6431882243095721,-0.141,0.453,0.108,-0.074,0.383,0.789,-86.552242,
2016-10-18 10:29:49,RH0190007,19,House,7,1826-02-03,,71,98,"TO REFER THE PANAMA CONGRESS RESOLUTION TO A SELECT COMMITTEE WITH INSTRUCTIONS TO STRIKE OUT THE WORDS ""SO FAR AS IN HIS OPINION, THE PUBLIC INTEREST MAY ALLOW,"" SO AS TO DEPRIVE THE PRESIDENT OF SOME PART OF THE DISCRETION USUALLY ALLOWED IN CALLS UPONHIM FOR INFORMATION AS TO MATTERS PERTAINING TO THE FOREIGN RELATIONS OF THE U.S.",,,Foreign Policy Resolutions,,Foreign and Defense Policy,3.1586166850922393,0.37195826828811707,-0.088,0.094,0.148,-0.271,0.535,0.805,-68.203742,
2016-10-18 10:29:49,RH0190008,19,House,8,1826-02-03,,125,40,TO PASS THE PANAMA CONGRESS RESOLUTION.,,,Foreign Policy Resolutions,,Foreign and Defense Policy,4.03306648395256,1.2122666209881399,-0.25,0.204,-0.182,0.261,0.325,0.836,-51.925435,
2016-10-18 10:29:49,RH0190009,19,House,9,1826-02-10,,87,71,"TO ORDER ENGROSSMENT AND THIRD READING OF H.R. 6, (APP. 5-16-26), TO PROVIDE FOR THE RELIEF OF PENELOPE DENNY, MOTHER OF A PETTY OFFICER OF THE NAVY WHO WAS KILLED IN ACTION WITH THE PIRATES.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,2.409868022691433,0.6045925293198711,-0.587,-0.81,-0.05,0.12,0.155,0.618,-103.705808,
2016-10-18 10:29:49,RH0190010,19,House,10,1826-02-13,,98,77,"TO PASS H.R. 6 (APP. 5-16-26) A BILL FOR THE RELIEF OF PENELOPE DENNY, MOTHER OF A PETTY OFFICER OF THE NAVY, KILLED IN ACTION WITH THE PIRATES.",Military Pensions/Veterans Benefits,,Defense Policy Budget,,Foreign and Defense Policy,2.3685559994452943,0.7795613996394413,-0.65,-0.76,-0.043,0.105,0.013,0.563,-116.32743,
2016-10-18 10:29:49,RH0190011,19,House,11,1826-02-24,,87,77,TO ADJOURN FOR THREE DAYS.,,,Internal Organization,,Miscellaneous Policy,-0.30642030487202326,-0.06846308243502344,-0.664,0.135,-0.008,-0.151,0.13,0.591,-108.2818,
2016-10-18 10:29:49,RH0190012,19,House,12,1826-03-11,,120,43,"TO PASS H.R. 17, (APP. 4-5-26), TO PROVIDE FOR AN ASYLUM FOR TEACHING THE DEAF AND DUMB OF KENTUCKY.",Welfare,,Budget Special Interest,,Social Welfare,-8.324998623843133,-3.7074492486183503,-0.546,0.838,-0.095,-0.066,0.14,0.773,-81.282929,
2016-10-18 10:29:49,RH0190013,19,House,13,1826-03-11,,89,54,"TO ORDER ENGROSSMENT AND THIRD READING OF H.R. 35, (APP. 5-17-26) (0), TO PROVIDE FOR THE SUBSCRIPTION OF STOCK IN THE DISMAL SWAMP CANAL. CO.  (P. 1624)",Public Works,,Government Organization,,Government Management,-1.0570700465069474,-0.2115128591608623,-0.412,0.224,-0.07,-0.383,0.519,0.818,-62.994227,
2016-10-18 10:29:49,RH0190014,19,House,14,1826-03-13,,102,72,"TO PASS H.R. 35, (APP. 5-17-26) (0), TO PROVIDE FOR THE SUBSCRIPTION OF STOCK IN THE DISMAL SWAMP CANAL COMPANY.",Public Works,,Government Organization,,Government Management,-0.9971867680102482,-0.06486215163250217,-0.049,-0.016,-0.055,-0.319,0.417,0.759,-84.074227,
2016-10-18 10:29:49,RH0190015,19,House,15,1826-04-01,,123,64,"TO ORDER THE PREVIOUS QUESTION ON THE RESOLUTION TO AMEND THE CONSTITUTION TO ESTABLISH IN ALL THE STATES A UNIFORM SYSTEM OF VOTING DISTRICTS EQUAL IN NUMBER TO THEIR NUMBER OF CONGRESSIONAL DISTRICTS, FOR THE PURPOSE OF ELECTING THE PRESIDENT AND VICE RESIDENT OF THE U.S.",Constitutional Amendments,,Domestic Social Policy,,Civil Liberties,-4.249236676745709,1.6031332115420933,0.153,0.953,0.072,0.098,0.141,0.706,-107.892391,
