id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2
RH1060001,106,House,1,1999-01-06,,220,205,"DENNIS HASTERT ELECTED SPEAKER OF THE HOUSE OVER RICHARD A. GEPHARDT. YEA IS A VOTE FOR HASTERT, NAY IS A VOTE FOR GEPHARDT.",,Election of the Speaker of the House,Internal Organization,,Miscellaneous Policy,3.924853631224779,-0.04844502346164249,0.034,0.085,-0.663,0.977
RH1060002,106,House,2,1999-01-06,,216,207,H RES 5 QUESTION: ON ORDERING THE PREVIOUS QUESTION ADOPTING RULES FOR THE ONE HUNDRED SIXTH CONGRESS,,,Internal Organization,,Miscellaneous Policy,3.932180898756574,-0.04982978876021037,0.032,0.076,-0.652,0.959
RH1060003,106,House,3,1999-01-06,,201,218,H RES 5 QUESTION: ON MOTION TO COMMIT WITH INSTRUCTIONS ADOPTING RULES FOR THE ONE HUNDRED SIXTH CONGRESS,,,Internal Organization,,Miscellaneous Policy,3.9142709891582186,-0.046028232750639025,0.023,0.044,0.647,-0.956
RH1060004,106,House,4,1999-01-06,,217,204,H RES 5 QUESTION: ON AGREEING TO THE RESOLUTION ADOPTING RULES FOR THE ONE HUNDRED SIXTH CONGRESS,,,Internal Organization,,Miscellaneous Policy,3.9242109764077617,-0.04680211831582509,0.029,0.067,-0.65,0.958
RH1060005,106,House,5,1999-01-06,,223,198,H RES 10 QUESTION: ON AGREEING TO THE RESOLUTION APPOINTMENT OF MANAGERS TO CONDUCT AN IMPEACHMENT TRIAL,Presidential Impeachment,,Domestic Social Policy,,Civil Liberties,48.811744389284065,2.082093264349931,-0.042,0.032,-0.768,0.091
RH1060006,106,House,6,1999-02-02,,402,2,"H R 68 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS, AS AMENDED SMALL BUSINESS INVESTMENT COMPANY TECHNICAL CORRECTIONS ACT",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060007,106,House,7,1999-02-02,,409,0,H R 432 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DANTE B. FASCELL NORTH-SOUTH CENTER DESIGNATION,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060008,106,House,8,1999-02-03,,408,3,H R 99 QUESTION: ON PASSAGE FEDERAL AVIATION ADMINISTRATION PROGRAMS EXTENSION,Airlines/Airports/Airline Industry,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060009,106,House,9,1999-02-03,,407,1,"H R 98 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS, AS AMENDED AVIATION WAR RISK INSURANCE PROGRAM EXTENSION",Airlines/Airports/Airline Industry,,Budget Special Interest,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1060010,106,House,10,1999-02-03,,383,18,JOURNAL QUESTION: ON APPROVING THE JOURNAL,,,Internal Organization,,Miscellaneous Policy,4.06930157317016,2.994698973584939,-0.746,-0.041,-0.216,0.307
RH1060011,106,House,11,1999-02-09,,411,4,"H R 440 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS, AS AMENDED MICROLOAN PROGRAM TECHNICAL CORRECTIONS ACT",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060012,106,House,12,1999-02-09,,413,0,H R 439 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS PAPERWORK ELIMINATION ACT,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060013,106,House,13,1999-02-09,,414,0,H R 435 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS MISCELLANEOUS TRADE AND TECHNICAL CORRECTIONS ACT,Tariffs,,Regulation Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060014,106,House,14,1999-02-10,,210,216,H R 350 AUTHOR(S): BOEHLERT OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MANDATES INFORMATION ACT,,,Budget Special Interest,,Government Management,-2.015525982614653,0.07911501899096478,-0.057,0.194,0.253,0.726
RH1060015,106,House,15,1999-02-10,,203,217,H R 350 AUTHOR(S): WAXMAN OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MANDATES INFORMATION ACT,,,Budget Special Interest,,Government Management,-3.016541163516833,0.05329774094330299,0.018,-0.001,0.254,0.487
RH1060016,106,House,16,1999-02-10,,274,149,H R 350 QUESTION: ON PASSAGE MANDATES INFORMATION ACT,,,Budget Special Interest,,Government Management,-3.787284973732323,-0.9247868392302522,-0.41,0.628,-0.258,-0.394
RH1060017,106,House,17,1999-02-10,,420,0,S CON RES 7 QUESTION: ON AGREEING TO THE RESOLUTION HONORING THE LIFE AND LEGACY OF KING HUSSEIN IBN TALAL AL-HASHEM,,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1060018,106,House,18,1999-02-11,,210,214,H R 391 AUTHOR(S): KUCINICH OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT SMALL BUSINESS PAPERWORK REDUCTION ACT AMENDMENTS,,,Government Organization,,Government Management,-6.281903160274296,0.18067629458217072,-0.065,0.589,0.29,0.267
RH1060019,106,House,19,1999-02-11,,274,152,H R 391 QUESTION: ON PASSAGE SMALL BUSINESS PAPERWORK REDUCTION ACT AMENDMENTS,,,Government Organization,,Government Management,-6.452019986085864,-1.5859468951996227,-0.345,0.64,-0.251,-0.225
RH1060020,106,House,20,1999-02-11,,413,2,H R 437 QUESTION: ON PASSAGE PRESIDENTIAL AND EXECUTIVE OFFICE FINANCIAL ACCOUNTABILITY ACT,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060021,106,House,21,1999-02-23,,394,21,H R 171 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS COASTAL HERITAGE TRAIL ROUTE IN NEW JERSEY,Parks and Conservation,,Budget Special Interest,,Government Management,-48.02209732490565,31.97558423443773,0.66,0.281,0.274,0.033
RH1060022,106,House,22,1999-02-23,,395,22,"H R 193 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS, AS AMENDED SUDBURY, ASSABET, AND CONCORD WILD AND SCENIC RIVER ACT",Parks and Conservation,Pollution and Environmental Protection,Budget Special Interest,,Government Management,-25.65343378994106,16.986811360722044,0.644,0.466,0.275,0.062
RH1060023,106,House,23,1999-02-24,,415,2,H R 438 QUESTION: ON PASSAGE WIRELESS COMMUNICATIONS AND PUBLIC SAFETY ACT,Radio/Television/Motion Pictures/Telecommunications,,Regulation Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060024,106,House,24,1999-02-24,,419,1,"H R 436 QUESTION: ON PASSAGE GOVERNMENT WASTE, FRAUD AND ERROR REDUCTION ACT",,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060025,106,House,25,1999-02-24,,426,0,H R 409 QUESTION: ON PASSAGE FEDERAL FINANCIAL ASSISTANCE MANAGEMENT IMPROVEMENT ACT,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060026,106,House,26,1999-02-25,,362,28,JOURNAL QUESTION: ON APPROVING THE JOURNAL,,,Internal Organization,,Miscellaneous Policy,2.5997364123580304,1.785835257723769,-0.625,0.161,-0.178,0.396
RH1060027,106,House,27,1999-02-25,,403,3,H R 514 QUESTION: ON PASSAGE WIRELESS PRIVACY ENHANCEMENT ACT,Radio/Television/Motion Pictures/Telecommunications,,Regulation Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
RH1060028,106,House,28,1999-03-02,,416,1,"H J RES 32 QUESTION: SUSPEND THE RULES AND PASS, AS AMENDED EXPRESSING THE SENSE OF THE CONGRESS CONCERNING THE SOCIAL SECURITY GUARANTEE INITIATIVE",Social Security,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0
RH1060029,106,House,29,1999-03-02,,416,0,H R 609 QUESTION: SUSPEND THE RULES AND PASS TO AMEND THE EXPORT APPLE AND PEAR ACT TO LIMIT THE APPLICABILITY OF THE ACT TO APPLES,Agriculture,,Budget Special Interest,,Agriculture,,,0.0,0.0,0.0,0.0
RH1060030,106,House,30,1999-03-03,,326,90,H R 669 QUESTION: ON PASSAGE PEACE CORPS AUTHORIZATIONS FY2000-FY2003,,,Foreign Policy Budget,,Foreign and Defense Policy,-3.78602949880733,1.7223242950837583,0.349,0.401,0.199,0.304
RH1060031,106,House,31,1999-03-03,,413,2,"H R 603 QUESTION: ON PASSAGE CLARIFY THE APPLICATION OF THE ""DEATH ON THE HIGH SEAS ACT"" TO AVIATION INCIDENTS",Airlines/Airports/Airline Industry,,Foreign Policy Resolutions,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0
RH1060032,106,House,32,1999-03-04,,415,2,H R 707 QUESTION: ON PASSAGE DISASTER MITIGATION AND COST REDUCTION ACT,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0
